content_id,title,category,subcategory,tags,format,mood,depth_level,duration_minutes,cost_band,time_of_day_fit,location_scope,is_local_content,freshness_band,publish_date,popularity_score,recency_score,content_quality_score,text_features
C0426,Ways to Cut Everyday Costs Without Feeling Restricted for Tight Budgets,Finance,Savings,deals|discounts|finance|budget,Guide,Curious,Light,26,Medium,Weekend,Online,0,New,2025-10-14,16,27,85,Ways to Cut Everyday Costs Without Feeling Restricted for Tight Budgets Finance Savings deals discounts finance budget Guide Curious Light
C0427,Budget-Friendly Food Spots Worth Trying This Week for Shared Kitchens,Food,Budget Meals,cafes|cheap eats|food|student food,Short Video,Curious,Moderate,7,Low,Weekend,London,1,Evergreen,2025-09-05,53,7,57,Budget-Friendly Food Spots Worth Trying This Week for Shared Kitchens Food Budget Meals cafes cheap eats food student food Short Video Curious Moderate
C0428,Playlists That Help You Focus Without Feeling Flat for Weekend Vibes,Music,Mood Mixes,playlist|mood|music|party,Short Video,Calm,Light,5,Low,Evening,Online,0,Evergreen,2025-09-02,74,6,93,Playlists That Help You Focus Without Feeling Flat for Weekend Vibes Music Mood Mixes playlist mood music party Short Video Calm Light
C0429,Stretching Routines for Long Study Days on Restless Days,Fitness,Stretching,beginner|student fitness|workout|walking,Article,Energetic,Light,10,Medium,Afternoon,Online,0,Evergreen,2025-11-02,62,36,88,Stretching Routines for Long Study Days on Restless Days Fitness Stretching beginner student fitness workout walking Article Energetic Light
C0430,Stretching Routines for Long Study Days Without a Gym Membership,Fitness,Gym Guides,student fitness|walking|stretching|gym,Guide,Focused,Light,23,Medium,Evening,Remote,0,Recent,2025-10-04,94,22,92,Stretching Routines for Long Study Days Without a Gym Membership Fitness Gym Guides student fitness walking stretching gym Guide Focused Light
C0431,Short Entertainment Picks for Study Breaks This Weekend,Entertainment,Weekend Picks,anime|shows|movies|gaming,Carousel,Relaxed,Deep,7,Low,Evening,Online,0,Recent,2025-12-05,94,53,86,Short Entertainment Picks for Study Breaks This Weekend Entertainment Weekend Picks anime shows movies gaming Carousel Relaxed Deep
C0432,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Room Setup,student life|room setup|daily life|routine,Guide,Motivated,Deep,16,Free,Evening,Online,0,Evergreen,2025-12-06,66,53,60,Room Setup Changes That Make Studying Easier Without Overdoing It Lifestyle Room Setup student life room setup daily life routine Guide Motivated Deep
C0433,Easy Weekend Escapes You Can Do on a Budget Without Overspending,Travel,Cheap Travel,explore|cheap trips|city guide|travel,Short Video,Relaxed,Moderate,4,Free,Afternoon,Remote,0,Recent,2025-11-24,60,47,68,Easy Weekend Escapes You Can Do on a Budget Without Overspending Travel Cheap Travel explore cheap trips city guide travel Short Video Relaxed Moderate
C0434,Easy Weekend Escapes You Can Do on a Budget Without Overspending,Travel,Weekend Trips,student travel|explore|cheap trips|travel,Video,Relaxed,Light,27,High,Weekend,Online,0,New,2025-10-20,99,30,76,Easy Weekend Escapes You Can Do on a Budget Without Overspending Travel Weekend Trips student travel explore cheap trips travel Video Relaxed Light
C0435,Budgeting on a Student Schedule Without Feeling Miserable,Finance,Student Discounts,cheap|budget|deals|savings,Guide,Focused,Moderate,32,Medium,Morning,Hatfield,1,Evergreen,2026-01-18,67,75,84,Budgeting on a Student Schedule Without Feeling Miserable Finance Student Discounts cheap budget deals savings Guide Focused Moderate
C0436,Sleep Routines That Feel Realistic for Students Without a Huge Routine,Wellness,Mindfulness,mindfulness|mental health|wellness|routine,Short Video,Calm,Light,6,Low,Morning,Online,0,Evergreen,2025-09-20,65,15,96,Sleep Routines That Feel Realistic for Students Without a Huge Routine Wellness Mindfulness mindfulness mental health wellness routine Short Video Calm Light
C0437,Simple Tech Upgrades for Productivity and Focus That Students Keep Reusing,Tech,Digital Skills,digital|student tools|ai tools|tech,Short Video,Curious,Moderate,7,Low,Afternoon,Online,0,Evergreen,2025-10-18,53,29,80,Simple Tech Upgrades for Productivity and Focus That Students Keep Reusing Tech Digital Skills digital student tools ai tools tech Short Video Curious Moderate
C0438,Late-Night Tracks for Quiet Study Sessions That Feel Fresh,Music,Study Playlists,party|music|lofi|focus music,Playlist,Energetic,Light,26,Low,Late Night,Online,0,Evergreen,2026-02-27,51,95,63,Late-Night Tracks for Quiet Study Sessions That Feel Fresh Music Study Playlists party music lofi focus music Playlist Energetic Light
C0439,Ways to Cut Everyday Costs Without Feeling Restricted That Scale Well,Finance,Student Discounts,discounts|finance|budget|deals,Article,Calm,Light,9,High,Morning,Online,0,Evergreen,2026-02-02,53,82,77,Ways to Cut Everyday Costs Without Feeling Restricted That Scale Well Finance Student Discounts discounts finance budget deals Article Calm Light
C0440,Late-Night Tracks for Quiet Study Sessions for Weekend Vibes,Music,Mood Mixes,indie|party|lofi|music,Short Video,Calm,Light,8,Free,Afternoon,London,1,Recent,2025-10-20,57,30,70,Late-Night Tracks for Quiet Study Sessions for Weekend Vibes Music Mood Mixes indie party lofi music Short Video Calm Light
C0441,Easy Listening Picks for a Weekend Reset for Better Evenings,Music,Party Playlists,playlist|party|indie|mood,Playlist,Calm,Light,20,Free,Evening,Online,0,Recent,2026-03-10,39,100,77,Easy Listening Picks for a Weekend Reset for Better Evenings Music Party Playlists playlist party indie mood Playlist Calm Light
C0442,Time-Blocking Without Burning Out Without Overplanning,Productivity,Routines,habits|time blocking|planning|productivity,Article,Motivated,Deep,10,Medium,Morning,Online,0,Recent,2025-09-25,37,17,86,Time-Blocking Without Burning Out Without Overplanning Productivity Routines habits time blocking planning productivity Article Motivated Deep
C0443,Underrated Series to Start When You Need a Reset When You Need a Reset,Entertainment,Gaming,entertainment|movies|fun|shows,Video,Curious,Moderate,36,Medium,Afternoon,Hatfield,1,Recent,2025-12-08,66,54,61,Underrated Series to Start When You Need a Reset When You Need a Reset Entertainment Gaming entertainment movies fun shows Video Curious Moderate
C0444,Walking Habits That Boost Energy Without a Full Workout Without a Gym Membership,Fitness,Home Workouts,gym|student fitness|workout|fitness,Guide,Energetic,Moderate,21,Low,Late Night,Online,0,New,2025-09-28,59,19,69,Walking Habits That Boost Energy Without a Full Workout Without a Gym Membership Fitness Home Workouts gym student fitness workout fitness Guide Energetic Moderate
C0445,Beginner Workouts for Tight Student Schedules for Beginners,Fitness,Walking,walking|stretching|workout|student fitness,Video,Motivated,Moderate,27,Medium,Evening,London,1,Recent,2025-10-20,70,30,92,Beginner Workouts for Tight Student Schedules for Beginners Fitness Walking walking stretching workout student fitness Video Motivated Moderate
C0446,Ways to Cut Everyday Costs Without Feeling Restricted This Semester,Finance,Side Income,discounts|cheap|finance|savings,Podcast,Focused,Moderate,30,Free,Morning,Remote,0,Recent,2025-12-25,31,63,79,Ways to Cut Everyday Costs Without Feeling Restricted This Semester Finance Side Income discounts cheap finance savings Podcast Focused Moderate
C0447,Calm Systems for Managing Academic Pressure for Better Balance,Wellness,Mental Health,mental health|stress|routine|wellness,Guide,Relaxed,Moderate,10,Free,Weekend,Hatfield,1,Evergreen,2025-12-13,62,57,85,Calm Systems for Managing Academic Pressure for Better Balance Wellness Mental Health mental health stress routine wellness Guide Relaxed Moderate
C0448,Fun Recommendations for a No-Pressure Weekend That Are Easy to Get Into,Entertainment,Weekend Picks,fun|anime|weekend watch|entertainment,Carousel,Curious,Moderate,8,Free,Late Night,Hatfield,1,New,2026-01-27,68,79,69,Fun Recommendations for a No-Pressure Weekend That Are Easy to Get Into Entertainment Weekend Picks fun anime weekend watch entertainment Carousel Curious Moderate
C0449,Stretching Routines for Long Study Days Without a Gym Membership,Fitness,Beginner Fitness,workout|beginner|gym|fitness,Video,Energetic,Deep,24,Free,Evening,Hatfield,1,Evergreen,2025-10-28,59,34,69,Stretching Routines for Long Study Days Without a Gym Membership Fitness Beginner Fitness workout beginner gym fitness Video Energetic Deep
C0450,Playlists That Help You Focus Without Feeling Flat That Feel Fresh,Music,Indie Finds,focus music|party|indie|music,Article,Energetic,Moderate,11,Low,Late Night,Online,0,New,2025-09-08,84,9,78,Playlists That Help You Focus Without Feeling Flat That Feel Fresh Music Indie Finds focus music party indie music Article Energetic Moderate
C0451,Questions to Ask at Networking Events That Lead Somewhere Without Sounding Robotic,Career,CVs,interview|internships|cv|networking,Podcast,Focused,Deep,30,Free,Evening,Hatfield,1,Recent,2025-09-05,99,7,77,Questions to Ask at Networking Events That Lead Somewhere Without Sounding Robotic Career CVs interview internships cv networking Podcast Focused Deep
C0452,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It,Lifestyle,Self-Improvement,room setup|habits|lifestyle|student life,Podcast,Motivated,Deep,10,Free,Weekend,Remote,0,Recent,2025-12-01,52,51,61,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It Lifestyle Self-Improvement room setup habits lifestyle student life Podcast Motivated Deep
C0453,A Simple Gym Plan for Absolute Beginners for Beginners,Fitness,Walking,student fitness|gym|fitness|walking,Article,Motivated,Moderate,7,Low,Afternoon,Remote,0,New,2026-02-23,32,93,60,A Simple Gym Plan for Absolute Beginners for Beginners Fitness Walking student fitness gym fitness walking Article Motivated Moderate
C0454,Comfort Films for a Slow Evening for Low-Effort Evenings,Entertainment,Weekend Picks,gaming|weekend watch|entertainment|movies,Carousel,Relaxed,Moderate,3,Low,Morning,Online,0,Recent,2026-02-08,69,85,83,Comfort Films for a Slow Evening for Low-Effort Evenings Entertainment Weekend Picks gaming weekend watch entertainment movies Carousel Relaxed Moderate
C0455,Self-Improvement Habits That Don’t Take Over Your Day for Cleaner Daily Systems,Lifestyle,Daily Routines,room setup|student life|lifestyle|fashion,Podcast,Relaxed,Light,22,Medium,Afternoon,Hatfield,1,New,2026-01-07,36,69,87,Self-Improvement Habits That Don’t Take Over Your Day for Cleaner Daily Systems Lifestyle Daily Routines room setup student life lifestyle fashion Podcast Relaxed Light
C0456,How to Build Better Lecture Notes Without Overwriting Everything Before Exam Season,Study,Exam Prep,students|focus|notes|revision,Article,Focused,Light,4,Low,Evening,Remote,0,Evergreen,2026-03-08,56,99,79,How to Build Better Lecture Notes Without Overwriting Everything Before Exam Season Study Exam Prep students focus notes revision Article Focused Light
C0457,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Time Management,students|deep work|focus|flashcards,Short Video,Calm,Light,1,Free,Late Night,Online,0,Evergreen,2026-01-05,94,68,87,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions Study Time Management students deep work focus flashcards Short Video Calm Light
C0458,How to Plan a Cheap One-Day Reset Trip Near London,Travel,Cheap Travel,hidden gems|weekend|travel|explore,Short Video,Relaxed,Light,3,Low,Late Night,Hatfield,1,Evergreen,2026-01-04,60,68,68,How to Plan a Cheap One-Day Reset Trip Near London Travel Cheap Travel hidden gems weekend travel explore Short Video Relaxed Light
C0459,Simple Tech Upgrades for Productivity and Focus That Students Keep Reusing,Tech,Apps,tools|student tools|gadgets|apps,Video,Curious,Light,28,Free,Evening,Online,0,New,2025-10-04,26,22,70,Simple Tech Upgrades for Productivity and Focus That Students Keep Reusing Tech Apps tools student tools gadgets apps Video Curious Light
C0460,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings,Food,Meal Prep,budget meals|meal prep|student food|food,Carousel,Energetic,Deep,1,High,Weekend,Online,0,New,2025-09-21,61,15,67,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings Food Meal Prep budget meals meal prep student food food Carousel Energetic Deep
C0461,Five Focus Rituals for Low-Energy Days When Motivation Drops,Productivity,Workflows,planning|focus|habits|time blocking,Short Video,Calm,Moderate,8,Low,Late Night,Online,0,Recent,2025-10-26,62,33,78,Five Focus Rituals for Low-Energy Days When Motivation Drops Productivity Workflows planning focus habits time blocking Short Video Calm Moderate
C0462,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Group Study,notes|students|flashcards|revision,Guide,Motivated,Light,14,Free,Evening,Hatfield,1,Evergreen,2025-12-20,60,60,70,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure Study Group Study notes students flashcards revision Guide Motivated Light
C0463,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Budgeting,savings|deals|discounts|student money,Article,Curious,Deep,5,Medium,Afternoon,Online,0,Evergreen,2026-01-10,68,71,82,How to Build a Small Emergency Buffer While Studying for Everyday Spending Finance Budgeting savings deals discounts student money Article Curious Deep
C0464,AI Tools Worth Testing for Everyday Student Life Without Paying Too Much,Tech,Apps,apps|tools|digital|ai tools,Guide,Curious,Light,26,Low,Weekend,Online,0,Evergreen,2026-01-04,45,68,93,AI Tools Worth Testing for Everyday Student Life Without Paying Too Much Tech Apps apps tools digital ai tools Guide Curious Light
C0465,Hidden Day Trips Near Campus Worth the Train Fare for Students,Travel,Hidden Spots,explore|weekend|city guide|student travel,Guide,Relaxed,Light,31,Low,Morning,Luton,1,Evergreen,2025-12-25,63,63,78,Hidden Day Trips Near Campus Worth the Train Fare for Students Travel Hidden Spots explore weekend city guide student travel Guide Relaxed Light
C0466,Local Events That Feel Social Without Being Too Much This Month,Events,Social Activities,weekend|workshops|social|things to do,Carousel,Excited,Moderate,7,High,Morning,Watford,1,Evergreen,2025-10-08,77,24,80,Local Events That Feel Social Without Being Too Much This Month Events Social Activities weekend workshops social things to do Carousel Excited Moderate
C0467,Budget-Friendly Food Spots Worth Trying This Week on a Budget,Food,Budget Meals,student food|cafes|budget meals|food,Article,Relaxed,Light,9,Low,Morning,Remote,0,Evergreen,2025-12-03,82,52,81,Budget-Friendly Food Spots Worth Trying This Week on a Budget Food Budget Meals student food cafes budget meals food Article Relaxed Light
C0468,Playlists That Help You Focus Without Feeling Flat That Feel Fresh,Music,Mood Mixes,focus music|music|lofi|mood,Carousel,Energetic,Moderate,3,Low,Weekend,Online,0,New,2025-12-26,53,63,81,Playlists That Help You Focus Without Feeling Flat That Feel Fresh Music Mood Mixes focus music music lofi mood Carousel Energetic Moderate
C0469,Apps That Make Student Life Less Chaotic That Students Keep Reusing,Tech,Digital Skills,student tools|digital|tech|tools,Short Video,Motivated,Deep,5,High,Evening,Online,0,Evergreen,2025-09-10,44,10,79,Apps That Make Student Life Less Chaotic That Students Keep Reusing Tech Digital Skills student tools digital tech tools Short Video Motivated Deep
C0470,Mood Mixes for Productive Mornings for Deep Focus,Music,Mood Mixes,indie|mood|playlist|focus music,Short Video,Energetic,Light,5,Medium,Morning,Online,0,Evergreen,2026-02-09,64,86,75,Mood Mixes for Productive Mornings for Deep Focus Music Mood Mixes indie mood playlist focus music Short Video Energetic Light
C0471,A Simple Gym Plan for Absolute Beginners for Beginners,Fitness,Stretching,gym|walking|stretching|student fitness,Short Video,Focused,Light,6,Low,Afternoon,Online,0,Evergreen,2026-01-01,62,66,57,A Simple Gym Plan for Absolute Beginners for Beginners Fitness Stretching gym walking stretching student fitness Short Video Focused Light
C0472,Things to Do This Week Beyond the Usual Routine This Month,Events,Local Events,events|weekend|social|local,Guide,Curious,Deep,33,Low,Weekend,Watford,1,Evergreen,2025-12-08,55,54,79,Things to Do This Week Beyond the Usual Routine This Month Events Local Events events weekend social local Guide Curious Deep
C0473,Five Focus Rituals for Low-Energy Days for Better Consistency,Productivity,Routines,workflow|habits|discipline|time blocking,Guide,Focused,Deep,28,Free,Weekend,Remote,0,New,2025-11-21,67,46,66,Five Focus Rituals for Low-Energy Days for Better Consistency Productivity Routines workflow habits discipline time blocking Guide Focused Deep
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Exam Prep,flashcards|students|deep work|notes,Article,Motivated,Light,9,Medium,Weekend,Online,0,Evergreen,2025-12-26,87,63,68,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure Study Exam Prep flashcards students deep work notes Article Motivated Light
C0475,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable,Study,Revision,deep work|notes|focus|students,Checklist,Calm,Light,6,Low,Weekend,Online,0,Evergreen,2025-11-30,82,50,82,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable Study Revision deep work notes focus students Checklist Calm Light
C0476,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending,Finance,Savings,cheap|savings|finance|student money,Podcast,Focused,Light,28,Free,Evening,Online,0,Evergreen,2026-02-22,53,92,97,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending Finance Savings cheap savings finance student money Podcast Focused Light
C0477,Questions to Ask at Networking Events That Lead Somewhere for Graduate Roles,Career,Interviews,networking|linkedin|cv|interview,Long Video,Motivated,Light,37,Medium,Evening,Online,0,Evergreen,2026-02-03,43,83,88,Questions to Ask at Networking Events That Lead Somewhere for Graduate Roles Career Interviews networking linkedin cv interview Long Video Motivated Light
C0478,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Routines,planning|workflow|habits|productivity,Checklist,Focused,Deep,8,Low,Late Night,Online,0,Evergreen,2025-11-22,83,46,70,Planning Systems That Work Across Study and Life for Better Consistency Productivity Routines planning workflow habits productivity Checklist Focused Deep
C0479,Energetic Tracks for a Better Start to the Day for Quiet Mornings,Music,Lo-fi,mood|lofi|playlist|music,Carousel,Relaxed,Light,2,Low,Afternoon,Online,0,Evergreen,2025-09-13,90,11,75,Energetic Tracks for a Better Start to the Day for Quiet Mornings Music Lo-fi mood lofi playlist music Carousel Relaxed Light
C0480,Low-Cost Weekend Plans for Students Without Big Spending,Events,Markets,weekend|campus|local|events,Carousel,Excited,Light,5,Free,Morning,Online,0,New,2025-10-22,70,31,80,Low-Cost Weekend Plans for Students Without Big Spending Events Markets weekend campus local events Carousel Excited Light
C0481,Questions to Ask at Networking Events That Lead Somewhere for Internship Season,Career,CVs,interview|internships|cv|linkedin,Long Video,Focused,Moderate,27,Low,Evening,Online,0,Evergreen,2026-02-06,62,84,86,Questions to Ask at Networking Events That Lead Somewhere for Internship Season Career CVs interview internships cv linkedin Long Video Focused Moderate
C0482,Digital Tools for Staying Organised Across Everything for Better Focus,Tech,Student Tools,gadgets|digital|apps|tech,Article,Curious,Moderate,11,High,Late Night,Remote,0,Recent,2026-01-13,79,72,58,Digital Tools for Staying Organised Across Everything for Better Focus Tech Student Tools gadgets digital apps tech Article Curious Moderate
C0483,Sleep Routines That Feel Realistic for Students for Better Balance,Wellness,Balance,balance|mindfulness|sleep|wellness,Guide,Relaxed,Deep,26,Low,Evening,Online,0,Recent,2025-10-06,88,23,59,Sleep Routines That Feel Realistic for Students for Better Balance Wellness Balance balance mindfulness sleep wellness Guide Relaxed Deep
C0484,How to Recover After an Overloaded Week When You Feel Drained,Wellness,Stress Relief,sleep|wellness|stress|routine,Short Video,Motivated,Light,5,Medium,Evening,Online,0,Evergreen,2026-03-09,83,100,90,How to Recover After an Overloaded Week When You Feel Drained Wellness Stress Relief sleep wellness stress routine Short Video Motivated Light
C0485,Things to Do This Week Beyond the Usual Routine for Social Weekends,Events,Markets,workshops|weekend|social|local,Short Video,Social,Light,3,Low,Late Night,Hatfield,1,Recent,2025-09-22,45,16,73,Things to Do This Week Beyond the Usual Routine for Social Weekends Events Markets workshops weekend social local Short Video Social Light
C0486,Subscription Savings Tips for Students Before Prices Jump,Deals,Discount Alerts,discount|deals|value|subscriptions,Article,Motivated,Light,7,Medium,Evening,Hatfield,1,New,2025-09-30,45,20,75,Subscription Savings Tips for Students Before Prices Jump Deals Discount Alerts discount deals value subscriptions Article Motivated Light
C0487,Self-Improvement Habits That Don’t Take Over Your Day for Student Life,Lifestyle,Room Setup,student life|lifestyle|routine|fashion,Carousel,Curious,Light,7,Free,Weekend,Online,0,Recent,2026-01-12,59,72,86,Self-Improvement Habits That Don’t Take Over Your Day for Student Life Lifestyle Room Setup student life lifestyle routine fashion Carousel Curious Light
C0488,Sleep Routines That Feel Realistic for Students Without a Huge Routine,Wellness,Stress Relief,mental health|routine|sleep|mindfulness,Short Video,Motivated,Moderate,8,Medium,Afternoon,Online,0,Evergreen,2025-12-15,88,58,93,Sleep Routines That Feel Realistic for Students Without a Huge Routine Wellness Stress Relief mental health routine sleep mindfulness Short Video Motivated Moderate
C0489,Weekend Watch Picks That Actually Match the Mood That Are Easy to Get Into,Entertainment,Series,gaming|weekend watch|shows|entertainment,Carousel,Relaxed,Light,4,Low,Afternoon,Hatfield,1,Evergreen,2026-03-08,54,99,75,Weekend Watch Picks That Actually Match the Mood That Are Easy to Get Into Entertainment Series gaming weekend watch shows entertainment Carousel Relaxed Light
C0490,A Realistic LinkedIn Routine for Students for Student Professionals,Career,Internships,cv|jobs|internships|networking,Guide,Focused,Moderate,12,High,Evening,Online,0,New,2025-12-16,34,58,69,A Realistic LinkedIn Routine for Students for Student Professionals Career Internships cv jobs internships networking Guide Focused Moderate
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Local Events,workshops|weekend|social|local,Carousel,Social,Light,7,Low,Late Night,Online,0,Recent,2025-11-29,82,50,95,Low-Cost Weekend Plans for Students Without Big Spending Events Local Events workshops weekend social local Carousel Social Light
C0492,How to Plan a Cheap One-Day Reset Trip for Weekend Plans,Travel,Cheap Travel,student travel|cheap trips|city guide|explore,Carousel,Curious,Moderate,1,Low,Late Night,Online,0,Recent,2026-02-19,42,91,71,How to Plan a Cheap One-Day Reset Trip for Weekend Plans Travel Cheap Travel student travel cheap trips city guide explore Carousel Curious Moderate
C0493,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Takeaway Picks,budget meals|cheap eats|food|student food,Short Video,Energetic,Light,2,Low,Afternoon,London,1,Evergreen,2025-12-23,64,62,81,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings Food Takeaway Picks budget meals cheap eats food student food Short Video Energetic Light
C0494,Apps That Make Student Life Less Chaotic That Students Keep Reusing,Tech,Digital Skills,tools|apps|tech|digital,Guide,Curious,Light,29,Free,Evening,Online,0,New,2025-12-19,50,60,82,Apps That Make Student Life Less Chaotic That Students Keep Reusing Tech Digital Skills tools apps tech digital Guide Curious Light
C0495,Low-Equipment Fitness Routines That Still Feel Effective Without a Gym Membership,Fitness,Beginner Fitness,fitness|student fitness|gym|workout,Guide,Energetic,Deep,30,Medium,Afternoon,Hatfield,1,Recent,2026-01-17,56,74,77,Low-Equipment Fitness Routines That Still Feel Effective Without a Gym Membership Fitness Beginner Fitness fitness student fitness gym workout Guide Energetic Deep
C0496,Student Snacks That Feel Better Than Instant Noodles for Shared Kitchens,Food,Cafe Guides,meal prep|student food|food|cheap eats,Carousel,Energetic,Light,3,High,Evening,Luton,1,Evergreen,2025-11-06,74,38,78,Student Snacks That Feel Better Than Instant Noodles for Shared Kitchens Food Cafe Guides meal prep student food food cheap eats Carousel Energetic Light
C0497,Calm Systems for Managing Academic Pressure Without a Huge Routine,Wellness,Stress Relief,mental health|balance|wellness|mindfulness,Short Video,Motivated,Light,1,Free,Weekend,Online,0,New,2025-11-03,57,37,76,Calm Systems for Managing Academic Pressure Without a Huge Routine Wellness Stress Relief mental health balance wellness mindfulness Short Video Motivated Light
C0498,Affordable City Plans for a Spontaneous Saturday for Weekend Plans,Travel,City Guides,hidden gems|student travel|travel|weekend,Carousel,Relaxed,Light,4,Medium,Evening,Remote,0,New,2025-10-05,63,22,73,Affordable City Plans for a Spontaneous Saturday for Weekend Plans Travel City Guides hidden gems student travel travel weekend Carousel Relaxed Light
C0499,Quick Comfort Meals for Cold Evenings for Rainy Evenings,Food,Budget Meals,cafes|budget meals|cheap eats|food,Short Video,Curious,Moderate,8,Low,Evening,London,1,Recent,2025-10-24,60,32,95,Quick Comfort Meals for Cold Evenings for Rainy Evenings Food Budget Meals cafes budget meals cheap eats food Short Video Curious Moderate
C0500,Low-Equipment Fitness Routines That Still Feel Effective for Beginners,Fitness,Stretching,workout|beginner|stretching|walking,Short Video,Energetic,Light,5,Low,Weekend,Online,0,Evergreen,2026-01-25,75,78,74,Low-Equipment Fitness Routines That Still Feel Effective for Beginners Fitness Stretching workout beginner stretching walking Short Video Energetic Light
C0501,Budget-Friendly Food Spots Worth Trying This Week This Week,Food,Quick Recipes,food|meal prep|budget meals|cafes,Short Video,Relaxed,Moderate,3,Low,Morning,London,1,Evergreen,2025-09-07,77,8,74,Budget-Friendly Food Spots Worth Trying This Week This Week Food Quick Recipes food meal prep budget meals cafes Short Video Relaxed Moderate
C0502,Ways to Cut Everyday Costs Without Feeling Restricted Without Feeling Miserable,Finance,Side Income,student money|cheap|finance|savings,Article,Calm,Light,10,Medium,Morning,Online,0,Evergreen,2026-02-03,86,83,82,Ways to Cut Everyday Costs Without Feeling Restricted Without Feeling Miserable Finance Side Income student money cheap finance savings Article Calm Light
C0503,A Simple Weekly Reset Routine for Students Without Overplanning,Productivity,Habits,time blocking|focus|discipline|planning,Guide,Focused,Moderate,23,Free,Morning,Remote,0,Recent,2026-03-10,63,100,82,A Simple Weekly Reset Routine for Students Without Overplanning Productivity Habits time blocking focus discipline planning Guide Focused Moderate
C0504,How to Organize a Semester Without Overcomplicating It for Students,Productivity,Workflows,habits|planning|focus|workflow,Article,Focused,Light,11,Medium,Afternoon,Online,0,New,2025-12-22,36,61,65,How to Organize a Semester Without Overcomplicating It for Students Productivity Workflows habits planning focus workflow Article Focused Light
C0505,How to Follow Up After an Interview Without Sounding Generic That Recruiters Notice,Career,Side Hustles,networking|jobs|cv|career,Podcast,Focused,Moderate,22,Medium,Evening,Online,0,Recent,2026-02-18,43,90,79,How to Follow Up After an Interview Without Sounding Generic That Recruiters Notice Career Side Hustles networking jobs cv career Podcast Focused Moderate
C0506,Playlists That Help You Focus Without Feeling Flat That Feel Fresh,Music,Study Playlists,playlist|lofi|mood|music,Playlist,Relaxed,Moderate,31,High,Evening,Hatfield,1,Recent,2026-01-26,96,79,98,Playlists That Help You Focus Without Feeling Flat That Feel Fresh Music Study Playlists playlist lofi mood music Playlist Relaxed Moderate
C0507,Cheap Essentials That Still Feel Good Quality for Student Budgets,Deals,Cheap Finds,subscriptions|cheap|student offers|discount,Carousel,Relaxed,Deep,6,Free,Morning,Remote,0,Evergreen,2026-02-15,76,89,83,Cheap Essentials That Still Feel Good Quality for Student Budgets Deals Cheap Finds subscriptions cheap student offers discount Carousel Relaxed Deep
C0508,Energetic Tracks for a Better Start to the Day for Weekend Vibes,Music,Party Playlists,indie|mood|party|lofi,Carousel,Energetic,Light,1,Low,Late Night,Online,0,Evergreen,2025-10-19,32,29,72,Energetic Tracks for a Better Start to the Day for Weekend Vibes Music Party Playlists indie mood party lofi Carousel Energetic Light
C0509,AI Tools Worth Testing for Everyday Student Life This Semester,Tech,Digital Skills,tech|student tools|digital|ai tools,Video,Curious,Deep,28,Medium,Morning,Online,0,Evergreen,2026-01-02,50,67,71,AI Tools Worth Testing for Everyday Student Life This Semester Tech Digital Skills tech student tools digital ai tools Video Curious Deep
C0510,Affordable City Plans for a Spontaneous Saturday from Hatfield,Travel,Cheap Travel,city guide|weekend|hidden gems|student travel,Article,Excited,Light,6,Medium,Late Night,Remote,0,Evergreen,2025-12-20,61,60,72,Affordable City Plans for a Spontaneous Saturday from Hatfield Travel Cheap Travel city guide weekend hidden gems student travel Article Excited Light
C0511,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It,Lifestyle,Room Setup,room setup|student life|habits|fashion,Guide,Motivated,Deep,20,Medium,Morning,Remote,0,Recent,2026-02-12,29,87,86,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It Lifestyle Room Setup room setup student life habits fashion Guide Motivated Deep
C0512,A Realistic LinkedIn Routine for Students That Recruiters Notice,Career,Interviews,career|cv|jobs|internships,Guide,Focused,Moderate,25,Low,Weekend,Online,0,Recent,2025-11-18,45,44,80,A Realistic LinkedIn Routine for Students That Recruiters Notice Career Interviews career cv jobs internships Guide Focused Moderate
