interaction_id,user_id,content_id,viewed,liked,saved,shared,completed,dwell_time_percent,rating,engaged_minutes,interaction_timestamp,engagement_score,interaction_day_type,recommendation_surface,rating_filled,engagement_bucket
I013397,U0370,C0527,1,1,1,1,0,40,,3.2,2025-10-24 11:21:00,9.3,Weekday,Home Feed,0.0,Very High
I013398,U0033,C0447,1,0,0,0,1,83,4.0,8.3,2025-11-15 08:13:00,9.36,Weekend,Search,4.0,Very High
I013399,U0034,C0800,1,1,0,0,0,66,,7.3,2025-10-01 11:47:00,4.82,Weekday,For You,0.0,Medium
I013400,U0179,C0705,0,0,0,0,0,70,,7.0,2026-01-30 08:19:00,1.4,Weekday,Because You Liked,0.0,Low
I013401,U0034,C0593,1,1,1,1,1,52,,1.6,2025-12-29 09:06:00,13.04,Weekday,Because You Liked,0.0,Very High
I013402,U0328,C0159,1,1,1,0,0,42,,3.4,2026-02-26 08:01:00,7.34,Weekday,Trending,0.0,High
I013403,U0272,C0778,1,1,1,0,0,33,,3.3,2026-02-24 11:50:00,7.16,Weekday,Trending,0.0,High
I013404,U0232,C0281,1,1,1,0,1,87,,8.7,2025-12-03 22:43:00,11.74,Weekday,For You,0.0,Very High
I013405,U0207,C0769,1,1,0,1,1,100,4.0,3.0,2026-01-07 22:34:00,14.2,Weekday,Search,4.0,Very High
I013406,U0239,C0615,1,1,1,0,0,45,,4.5,2025-10-26 08:12:00,7.4,Weekend,For You,0.0,High
I013407,U0343,C0302,1,1,1,0,0,53,,14.3,2026-01-29 08:50:00,7.56,Weekday,Home Feed,0.0,High
I013408,U0060,C0061,1,1,0,0,1,92,,24.8,2025-12-17 06:34:00,8.84,Weekday,Category Page,0.0,High
I013409,U0325,C0360,1,0,0,0,1,62,,3.7,2025-09-02 09:49:00,5.74,Weekday,For You,0.0,Medium
I013410,U0167,C0473,1,1,0,1,1,52,,14.6,2025-09-02 18:41:00,10.04,Weekday,Search,0.0,Very High
I013411,U0263,C0186,1,1,0,0,0,5,,1.0,2026-03-02 07:54:00,3.6,Weekday,Home Feed,0.0,Medium
I013412,U0242,C0632,1,1,0,0,1,100,5.0,21.0,2025-10-08 10:37:00,13.0,Weekday,Category Page,5.0,Very High
I013413,U0281,C0109,1,1,1,1,1,85,,28.1,2026-02-02 10:33:00,13.7,Weekday,For You,0.0,Very High
I013414,U0071,C0403,1,1,0,0,1,100,3.0,9.0,2025-12-14 19:57:00,11.4,Weekend,Search,3.0,Very High
I013415,U0134,C0362,1,0,0,0,1,37,,8.1,2025-11-17 23:30:00,5.24,Weekday,For You,0.0,Medium
I013416,U0399,C0307,1,0,1,0,0,62,4.0,5.6,2026-02-15 22:30:00,8.44,Weekend,Home Feed,4.0,High
I013417,U0097,C0899,1,0,0,0,0,12,,1.0,2026-02-16 22:58:00,1.24,Weekday,For You,0.0,Low
I013418,U0323,C0328,1,0,0,0,1,80,4.0,8.8,2025-09-22 20:32:00,9.3,Weekday,Search,4.0,Very High
I013419,U0346,C0842,1,1,1,1,0,35,,1.4,2026-01-12 07:45:00,9.2,Weekday,For You,0.0,Very High
I013420,U0211,C0780,1,1,1,0,1,73,3.0,3.6,2026-02-01 08:58:00,13.86,Weekend,For You,3.0,Very High
I013421,U0432,C0077,1,1,0,0,0,41,4.0,1.0,2026-02-21 11:15:00,7.52,Weekend,For You,4.0,High
I013422,U0220,C0538,1,1,1,0,1,99,4.0,29.7,2025-09-28 14:32:00,15.18,Weekend,Category Page,4.0,Very High
I013423,U0161,C0141,1,1,1,1,0,54,,2.2,2026-01-14 00:28:00,9.58,Weekday,Because You Liked,0.0,Very High
I013424,U0245,C0756,1,1,1,0,1,43,,2.1,2025-12-02 11:17:00,10.86,Weekday,Home Feed,0.0,Very High
I013425,U0282,C0119,1,1,0,0,0,46,,3.7,2026-02-15 19:21:00,4.42,Weekend,Trending,0.0,Medium
I013426,U0059,C0804,1,1,0,0,0,63,,17.6,2025-10-30 23:24:00,4.76,Weekday,For You,0.0,Medium
I013427,U0064,C0545,1,1,1,0,0,54,5.0,15.1,2025-11-11 23:21:00,11.58,Weekday,For You,5.0,Very High
I013428,U0085,C0176,1,1,1,0,0,14,,1.0,2026-01-24 06:56:00,6.78,Weekend,Home Feed,0.0,High
I013429,U0047,C0726,1,0,0,0,1,77,,10.0,2025-11-08 07:58:00,6.04,Weekend,Because You Liked,0.0,High
I013430,U0394,C0407,1,0,0,0,0,28,,2.0,2025-09-14 22:49:00,1.56,Weekend,Home Feed,0.0,Low
I013431,U0330,C0812,1,0,1,0,0,36,,1.0,2026-01-18 16:55:00,4.72,Weekend,Because You Liked,0.0,Medium
I013432,U0247,C0525,1,1,0,1,1,99,5.0,4.0,2026-03-04 22:08:00,14.98,Weekday,For You,5.0,Very High
I013433,U0007,C0859,1,1,1,0,0,58,,18.6,2026-01-13 13:25:00,7.66,Weekday,Home Feed,0.0,High
I013434,U0314,C0690,0,0,0,0,0,100,,26.0,2025-11-15 18:50:00,2.0,Weekend,Because You Liked,0.0,Low
I013435,U0381,C0544,1,1,1,0,0,76,3.0,22.0,2026-02-12 08:11:00,10.42,Weekday,Category Page,3.0,Very High
I013436,U0276,C0702,1,1,1,1,0,56,,2.2,2026-01-05 09:14:00,9.62,Weekday,Trending,0.0,Very High
I013437,U0122,C0819,1,0,1,0,0,31,,1.6,2025-09-08 22:24:00,4.62,Weekday,Home Feed,0.0,Medium
I013438,U0030,C0271,1,0,1,0,1,100,5.0,26.0,2025-09-17 08:26:00,13.5,Weekday,Search,5.0,Very High
I013439,U0352,C0450,1,1,0,0,1,60,,6.6,2026-03-08 22:38:00,8.2,Weekend,Category Page,0.0,High
I013440,U0272,C0484,1,0,0,0,0,50,2.0,2.5,2025-09-23 09:29:00,3.6,Weekday,Search,2.0,Medium
I013441,U0257,C0792,1,1,0,0,0,42,,11.3,2026-02-22 07:07:00,4.34,Weekend,Category Page,0.0,Medium
I013442,U0139,C0474,1,0,0,0,1,45,,4.0,2026-02-23 07:58:00,5.4,Weekday,Trending,0.0,Medium
I013443,U0418,C0699,1,0,0,0,1,50,,6.0,2025-11-11 22:54:00,5.5,Weekday,For You,0.0,Medium
I013444,U0149,C0722,1,1,0,0,0,59,,17.7,2025-12-09 22:54:00,4.68,Weekday,Because You Liked,0.0,Medium
I013445,U0296,C0672,1,1,1,0,0,84,5.0,5.9,2025-12-08 14:42:00,12.18,Weekday,Because You Liked,5.0,Very High
I013446,U0309,C0446,1,1,1,0,1,75,,22.5,2025-09-01 21:25:00,11.5,Weekday,Because You Liked,0.0,Very High
I013447,U0036,C0722,1,1,0,0,1,56,,16.8,2025-11-24 18:17:00,8.12,Weekday,For You,0.0,High
I013448,U0202,C0803,1,1,0,0,0,34,3.0,1.0,2026-03-07 00:00:00,6.58,Weekend,For You,3.0,High
I013449,U0379,C0058,0,0,0,0,0,45,,13.1,2025-11-26 01:13:00,0.9,Weekday,For You,0.0,Low
I013450,U0280,C0580,1,1,1,0,1,100,5.0,17.0,2026-01-21 22:59:00,16.0,Weekday,For You,5.0,Very High
I013451,U0015,C0765,1,0,0,0,0,5,,2.1,2026-02-27 15:58:00,1.1,Weekday,For You,0.0,Low
I013452,U0241,C0429,1,0,1,0,1,63,,6.3,2025-09-08 20:42:00,8.76,Weekday,Home Feed,0.0,High
I013453,U0330,C0507,1,0,1,1,1,69,,4.1,2026-02-28 12:20:00,10.88,Weekend,Category Page,0.0,Very High
I013454,U0265,C0692,1,0,0,0,1,18,4.0,5.8,2025-12-31 21:27:00,8.06,Weekday,Home Feed,4.0,High
I013455,U0325,C0568,1,0,0,0,1,79,4.0,6.3,2025-11-30 11:00:00,9.28,Weekend,Because You Liked,4.0,Very High
I013456,U0057,C0541,1,1,0,0,1,100,,3.0,2026-01-09 22:33:00,9.0,Weekday,Home Feed,0.0,High
I013457,U0241,C0256,1,1,1,0,0,56,,4.5,2026-03-08 21:11:00,7.62,Weekend,For You,0.0,High
I013458,U0447,C0241,1,0,1,0,1,75,,13.5,2026-01-18 15:51:00,9.0,Weekend,Because You Liked,0.0,High
I013459,U0250,C0038,1,0,0,0,0,48,,3.4,2025-09-30 22:10:00,1.96,Weekday,Home Feed,0.0,Low
I013460,U0375,C0128,1,0,0,0,0,57,,2.3,2026-02-27 08:16:00,2.14,Weekday,Home Feed,0.0,Low
I013461,U0004,C0521,1,0,0,0,0,43,4.0,8.6,2025-11-23 12:09:00,5.06,Weekend,Category Page,4.0,Medium
I013462,U0007,C0886,1,0,0,0,1,76,4.0,24.3,2025-12-11 15:34:00,9.22,Weekday,For You,4.0,Very High
I013463,U0422,C0737,1,1,0,1,1,89,,9.8,2025-12-09 21:23:00,10.78,Weekday,For You,0.0,Very High
I013464,U0366,C0030,1,0,0,1,1,64,3.0,17.3,2025-11-09 00:50:00,10.18,Weekend,Because You Liked,3.0,Very High
I013465,U0384,C0491,1,1,0,1,1,100,,7.0,2025-12-09 22:32:00,11.0,Weekday,Home Feed,0.0,Very High
I013466,U0384,C0200,1,0,0,0,0,76,5.0,1.5,2025-10-18 00:36:00,6.52,Weekend,Home Feed,5.0,High
I013467,U0304,C0207,1,1,0,0,1,35,,5.2,2025-12-05 16:32:00,7.7,Weekday,Trending,0.0,High
I013468,U0167,C0890,1,1,0,0,0,26,,1.8,2026-02-22 18:21:00,4.02,Weekend,For You,0.0,Medium
I013469,U0188,C0728,1,0,1,0,1,54,4.0,3.8,2026-01-08 22:16:00,11.78,Weekday,For You,4.0,Very High
I013470,U0413,C0558,1,1,1,0,1,25,4.0,1.8,2025-12-02 22:31:00,13.7,Weekday,Because You Liked,4.0,Very High
I013471,U0307,C0843,1,1,1,0,1,100,5.0,8.0,2025-12-02 20:38:00,16.0,Weekday,For You,5.0,Very High
I013472,U0383,C0514,1,0,0,0,1,74,4.0,8.9,2026-02-28 17:37:00,9.18,Weekend,Category Page,4.0,Very High
I013473,U0235,C0834,1,1,0,0,1,90,,6.3,2025-09-14 19:35:00,8.8,Weekend,Because You Liked,0.0,High
I013474,U0349,C0098,1,0,0,1,0,51,,17.3,2026-03-06 19:02:00,4.02,Weekday,For You,0.0,Medium
I013475,U0385,C0420,1,0,0,1,0,47,,1.0,2026-03-03 19:13:00,3.94,Weekday,Because You Liked,0.0,Medium
I013476,U0176,C0189,1,0,0,0,1,66,,2.6,2025-11-15 08:49:00,5.82,Weekend,Search,0.0,Medium
I013477,U0152,C0204,1,1,0,0,0,44,3.0,4.0,2025-10-02 08:46:00,6.78,Weekday,Category Page,3.0,High
I013478,U0420,C0338,0,0,0,0,0,51,,4.1,2026-02-25 12:54:00,1.02,Weekday,Because You Liked,0.0,Low
I013479,U0340,C0694,1,0,1,0,1,65,,2.0,2025-11-26 21:47:00,8.8,Weekday,Because You Liked,0.0,High
I013480,U0255,C0125,1,0,0,0,0,15,4.0,1.0,2026-02-18 18:12:00,4.5,Weekday,Because You Liked,4.0,Medium
I013481,U0254,C0496,1,1,0,1,1,86,,2.6,2025-10-30 10:56:00,10.72,Weekday,Search,0.0,Very High
I013482,U0436,C0517,1,1,0,0,0,52,,4.7,2025-09-02 06:48:00,4.54,Weekday,Home Feed,0.0,Medium
I013483,U0437,C0672,1,1,0,0,0,32,,2.2,2025-12-26 16:38:00,4.14,Weekday,Home Feed,0.0,Medium
I013484,U0272,C0346,1,0,0,0,0,7,,1.0,2025-09-05 11:32:00,1.14,Weekday,Because You Liked,0.0,Low
I013485,U0019,C0292,1,0,0,0,1,84,,5.9,2025-11-13 08:51:00,6.18,Weekday,For You,0.0,High
I013486,U0049,C0688,1,0,1,0,0,31,,1.6,2025-09-08 19:32:00,4.62,Weekday,Category Page,0.0,Medium
I013487,U0376,C0567,1,0,0,1,1,58,,11.0,2025-11-24 22:02:00,7.66,Weekday,Search,0.0,High
I013488,U0060,C0205,1,1,1,0,1,63,,15.1,2026-01-22 08:07:00,11.26,Weekday,Because You Liked,0.0,Very High
I013489,U0054,C0061,1,0,1,0,1,84,,22.7,2025-11-03 09:55:00,9.18,Weekday,Trending,0.0,Very High
I013490,U0144,C0811,1,0,0,0,0,68,,19.0,2025-12-10 15:18:00,2.36,Weekday,For You,0.0,Low
I013491,U0224,C0801,1,1,0,0,0,29,,1.4,2025-11-04 19:04:00,4.08,Weekday,Category Page,0.0,Medium
I013492,U0312,C0570,1,1,0,1,1,62,5.0,1.0,2026-01-06 08:55:00,14.24,Weekday,For You,5.0,Very High
I013493,U0327,C0040,1,0,1,0,0,38,,1.1,2025-10-17 18:36:00,4.76,Weekday,For You,0.0,Medium
I013494,U0244,C0029,0,0,0,0,0,8,,1.0,2025-11-05 21:25:00,0.16,Weekday,Home Feed,0.0,Low
I013495,U0414,C0356,1,0,0,0,1,87,5.0,25.2,2025-10-02 21:47:00,10.24,Weekday,For You,5.0,Very High
I013496,U0092,C0311,1,1,0,0,1,27,3.0,4.9,2026-01-28 01:27:00,9.94,Weekday,Because You Liked,3.0,Very High
I013497,U0329,C0244,0,0,0,0,0,10,,1.0,2025-12-22 07:43:00,0.2,Weekday,Category Page,0.0,Low
I013498,U0277,C0568,1,1,0,0,1,82,,6.6,2025-09-27 06:48:00,8.64,Weekend,For You,0.0,High
I013499,U0331,C0780,1,0,1,0,0,67,,3.4,2025-12-13 08:29:00,5.34,Weekend,Trending,0.0,Medium
I013500,U0077,C0664,1,1,1,0,1,80,,20.0,2026-01-30 06:24:00,11.6,Weekday,Because You Liked,0.0,Very High
I013501,U0132,C0146,1,1,1,0,0,78,,14.8,2025-12-20 06:56:00,8.06,Weekend,Because You Liked,0.0,High
I013502,U0220,C0511,1,0,1,0,0,80,5.0,16.0,2025-10-23 17:26:00,9.6,Weekday,Home Feed,5.0,Very High
I013503,U0347,C0695,1,0,1,1,0,73,,7.3,2025-09-30 11:48:00,7.46,Weekday,Trending,0.0,High
I013504,U0366,C0210,1,0,1,0,0,54,,10.8,2026-01-13 01:20:00,5.08,Weekday,Home Feed,0.0,Medium
I013505,U0054,C0086,1,0,1,0,1,90,3.0,27.9,2025-10-01 08:50:00,11.7,Weekday,Trending,3.0,Very High
I013506,U0153,C0594,0,0,0,0,0,35,,3.8,2025-11-12 19:59:00,0.7,Weekday,Category Page,0.0,Low
I013507,U0407,C0783,1,0,0,1,0,36,,1.8,2025-09-16 12:44:00,3.72,Weekday,For You,0.0,Medium
I013508,U0374,C0738,1,1,0,1,0,53,,1.0,2025-10-08 16:18:00,6.56,Weekday,Home Feed,0.0,High
I013509,U0328,C0784,1,1,0,0,1,100,4.0,12.0,2025-11-12 08:50:00,12.2,Weekday,Home Feed,4.0,Very High
I013510,U0433,C0646,1,1,0,1,0,56,4.0,3.9,2025-09-05 13:45:00,9.82,Weekday,For You,4.0,Very High
I013511,U0211,C0237,0,0,0,0,0,51,,17.3,2025-11-29 07:17:00,1.02,Weekend,For You,0.0,Low
I013512,U0008,C0306,1,1,0,0,0,32,,1.9,2026-02-24 21:01:00,4.14,Weekday,For You,0.0,Medium
I013513,U0442,C0364,1,0,0,0,0,43,,3.4,2025-09-10 20:43:00,1.86,Weekday,Trending,0.0,Low
I013514,U0387,C0646,1,1,1,0,1,100,5.0,7.0,2026-01-10 20:21:00,16.0,Weekend,Search,5.0,Very High
I013515,U0375,C0840,1,0,1,0,0,51,,4.1,2025-10-19 06:04:00,5.02,Weekend,Category Page,0.0,Medium
I013516,U0312,C0346,1,0,1,0,0,37,,4.4,2026-01-27 10:03:00,4.74,Weekday,Trending,0.0,Medium
I013517,U0291,C0187,1,0,0,1,0,26,3.0,2.6,2025-10-30 23:44:00,5.92,Weekday,Trending,3.0,Medium
I013518,U0355,C0415,1,1,0,0,0,34,,1.0,2026-02-18 00:58:00,4.18,Weekday,For You,0.0,Medium
I013519,U0041,C0583,0,0,0,0,0,66,,9.2,2026-02-07 22:59:00,1.32,Weekend,For You,0.0,Low
I013520,U0342,C0510,1,1,1,0,1,81,4.0,4.9,2025-11-27 22:59:00,14.82,Weekday,Because You Liked,4.0,Very High
I013521,U0261,C0825,0,0,0,0,0,64,,14.1,2025-12-15 13:16:00,1.28,Weekday,Trending,0.0,Low
I013522,U0446,C0357,1,0,1,0,0,85,,5.1,2025-09-28 21:23:00,5.7,Weekend,Home Feed,0.0,Medium
I013523,U0336,C0051,1,0,0,1,1,98,5.0,11.8,2026-02-06 12:04:00,12.46,Weekday,Trending,5.0,Very High
I013524,U0167,C0149,1,0,0,0,0,27,2.0,4.3,2025-11-19 22:14:00,3.14,Weekday,Trending,2.0,Medium
I013525,U0418,C0668,1,1,1,0,0,62,,5.0,2026-03-05 23:04:00,7.74,Weekday,Home Feed,0.0,High
I013526,U0059,C0860,0,0,0,0,0,43,,7.7,2025-12-16 01:04:00,0.86,Weekday,Trending,0.0,Low
I013527,U0415,C0386,1,0,0,0,0,36,4.0,9.7,2026-01-04 23:21:00,4.92,Weekend,Home Feed,4.0,Medium
I013528,U0418,C0493,1,1,1,0,1,100,4.0,2.0,2025-11-27 22:52:00,15.2,Weekday,Home Feed,4.0,Very High
I013529,U0431,C0074,1,0,1,1,0,46,,11.5,2025-09-22 11:34:00,6.92,Weekday,Category Page,0.0,High
I013530,U0093,C0539,1,0,0,0,0,40,,14.0,2025-09-19 17:24:00,1.8,Weekday,Because You Liked,0.0,Low
I013531,U0255,C0199,1,0,0,0,0,23,3.0,4.6,2026-03-05 21:25:00,3.86,Weekday,For You,3.0,Medium
I013532,U0017,C0463,0,0,0,0,0,53,,2.7,2025-11-04 23:19:00,1.06,Weekday,Search,0.0,Low
I013533,U0075,C0858,1,1,0,0,0,44,,9.7,2025-09-30 13:44:00,4.38,Weekday,Search,0.0,Medium
I013534,U0368,C0646,1,0,0,0,1,75,,5.2,2025-11-10 01:55:00,6.0,Weekday,Home Feed,0.0,Medium
I013535,U0424,C0219,1,1,0,0,1,61,,11.6,2025-11-17 10:15:00,8.22,Weekday,Category Page,0.0,High
I013536,U0049,C0853,0,0,0,0,0,38,,12.9,2025-11-16 19:00:00,0.76,Weekend,Trending,0.0,Low
I013537,U0143,C0300,1,1,0,0,0,28,2.0,1.1,2026-01-16 16:27:00,5.66,Weekday,Trending,2.0,Medium
I013538,U0156,C0267,1,0,0,0,0,54,4.0,6.5,2025-12-31 11:50:00,5.28,Weekday,For You,4.0,Medium
I013539,U0202,C0723,1,1,0,0,0,52,3.0,1.0,2026-02-05 01:47:00,6.94,Weekday,For You,3.0,High
I013540,U0250,C0030,1,0,0,1,0,35,4.0,9.4,2025-10-11 21:34:00,6.9,Weekend,For You,4.0,High
I013541,U0013,C0799,1,1,1,0,0,71,,2.8,2026-02-04 06:33:00,7.92,Weekday,Home Feed,0.0,High
I013542,U0071,C0122,1,1,0,1,1,83,,34.0,2026-01-18 22:55:00,10.66,Weekend,Home Feed,0.0,Very High
I013543,U0321,C0686,1,0,0,0,1,100,4.0,7.0,2025-12-13 17:17:00,9.7,Weekend,Trending,4.0,Very High
I013544,U0108,C0203,1,1,0,0,1,64,4.0,12.2,2025-09-27 12:53:00,11.48,Weekend,Home Feed,4.0,Very High
I013545,U0079,C0199,1,0,0,0,1,35,,7.0,2026-02-20 10:57:00,5.2,Weekday,Category Page,0.0,Medium
I013546,U0137,C0031,1,1,1,0,1,94,4.0,30.1,2025-09-06 21:54:00,15.08,Weekend,Home Feed,4.0,Very High
I013547,U0448,C0329,1,0,1,0,1,79,,19.8,2025-09-04 11:16:00,9.08,Weekday,For You,0.0,Very High
I013548,U0190,C0573,1,1,0,0,0,97,4.0,1.9,2026-03-07 19:13:00,8.64,Weekend,Because You Liked,4.0,High
I013549,U0445,C0267,1,0,0,0,1,38,,4.6,2025-10-17 01:41:00,5.26,Weekday,Category Page,0.0,Medium
I013550,U0142,C0171,1,0,1,0,0,58,,17.4,2025-11-14 01:29:00,5.16,Weekday,Home Feed,0.0,Medium
I013551,U0225,C0287,1,1,0,1,1,85,4.0,5.1,2025-12-05 20:55:00,13.9,Weekday,Home Feed,4.0,Very High
I013552,U0080,C0271,0,0,0,0,0,62,,16.1,2026-01-08 10:06:00,1.24,Weekday,Search,0.0,Low
I013553,U0063,C0835,0,0,0,0,0,66,,9.9,2025-11-14 14:55:00,1.32,Weekday,For You,0.0,Low
I013554,U0369,C0300,1,0,1,0,0,42,,1.7,2025-09-22 17:11:00,4.84,Weekday,Search,0.0,Medium
I013555,U0066,C0514,1,1,1,0,1,79,5.0,9.5,2026-02-14 15:39:00,15.58,Weekend,For You,5.0,Very High
I013556,U0228,C0843,1,0,0,0,0,22,,1.8,2025-09-03 07:04:00,1.44,Weekday,Home Feed,0.0,Low
I013557,U0319,C0660,1,0,0,0,0,54,,18.9,2026-02-24 18:37:00,2.08,Weekday,Category Page,0.0,Low
I013558,U0130,C0690,1,0,0,0,1,26,,6.8,2025-10-18 23:15:00,5.02,Weekend,For You,0.0,Medium
I013559,U0253,C0856,1,1,1,0,1,65,,14.3,2025-11-24 21:58:00,11.3,Weekday,For You,0.0,Very High
I013560,U0237,C0491,1,1,0,0,0,47,,3.3,2026-02-28 09:00:00,4.44,Weekend,For You,0.0,Medium
I013561,U0051,C0296,1,1,1,0,0,72,,15.8,2026-01-22 08:47:00,7.94,Weekday,Home Feed,0.0,High
I013562,U0334,C0624,1,1,0,0,1,51,4.0,2.5,2025-09-11 16:46:00,11.22,Weekday,Because You Liked,4.0,Very High
I013563,U0232,C0509,1,0,0,1,1,65,,18.2,2025-09-24 00:38:00,7.8,Weekday,Home Feed,0.0,High
I013564,U0064,C0058,1,0,1,0,0,70,,20.3,2025-11-29 01:17:00,5.4,Weekend,Home Feed,0.0,Medium
I013565,U0108,C0252,1,0,0,1,1,59,,2.4,2026-02-12 17:29:00,7.68,Weekday,Search,0.0,High
I013566,U0395,C0771,1,1,0,0,0,51,3.0,5.6,2025-12-13 12:30:00,6.92,Weekend,Because You Liked,3.0,High
I013567,U0139,C0491,1,1,1,0,0,59,4.0,4.1,2026-03-01 06:20:00,10.88,Weekend,For You,4.0,Very High
I013568,U0228,C0113,1,0,0,0,0,30,,12.0,2025-12-22 08:39:00,1.6,Weekday,Home Feed,0.0,Low
I013569,U0313,C0381,1,0,0,0,0,50,,5.5,2025-11-13 08:21:00,2.0,Weekday,For You,0.0,Low
I013570,U0367,C0773,1,0,0,1,1,79,4.0,18.2,2025-12-10 18:36:00,11.28,Weekday,Category Page,4.0,Very High
I013571,U0108,C0321,1,1,0,0,0,43,,16.3,2026-03-02 16:24:00,4.36,Weekday,Category Page,0.0,Medium
I013572,U0349,C0731,1,1,1,0,1,83,,2.5,2025-10-14 21:47:00,11.66,Weekday,Category Page,0.0,Very High
I013573,U0051,C0883,1,0,0,0,1,70,,3.5,2026-02-17 07:33:00,5.9,Weekday,Because You Liked,0.0,Medium
I013574,U0094,C0018,1,1,0,0,0,38,,12.5,2026-02-23 18:08:00,4.26,Weekday,Search,0.0,Medium
I013575,U0222,C0317,1,1,0,0,0,45,,2.2,2025-09-10 12:58:00,4.4,Weekday,Category Page,0.0,Medium
I013576,U0232,C0900,1,0,0,0,1,58,,18.6,2026-02-19 01:51:00,5.66,Weekday,For You,0.0,Medium
I013577,U0051,C0003,1,0,0,0,0,39,,2.7,2025-11-02 07:45:00,1.78,Weekend,Because You Liked,0.0,Low
I013578,U0143,C0018,1,0,0,0,0,51,,16.8,2025-11-16 13:43:00,2.02,Weekend,Home Feed,0.0,Low
I013579,U0239,C0239,1,1,1,0,0,79,,4.0,2026-02-22 08:57:00,8.08,Weekend,Because You Liked,0.0,High
I013580,U0162,C0210,1,1,0,1,0,65,,13.0,2026-01-02 19:54:00,6.8,Weekday,Home Feed,0.0,High
I013581,U0242,C0254,1,1,1,1,0,38,,1.1,2025-10-23 10:12:00,9.26,Weekday,For You,0.0,Very High
I013582,U0305,C0333,1,1,1,0,0,51,5.0,2.5,2026-01-05 14:01:00,11.52,Weekday,Home Feed,5.0,Very High
I013583,U0349,C0459,1,0,0,0,0,36,3.0,10.1,2025-10-09 22:03:00,4.12,Weekday,Category Page,3.0,Medium
I013584,U0057,C0757,1,1,1,0,1,57,5.0,6.8,2025-11-11 20:47:00,15.14,Weekday,Home Feed,5.0,Very High
I013585,U0139,C0262,1,0,0,0,1,87,,4.3,2025-09-10 07:59:00,6.24,Weekday,Because You Liked,0.0,High
I013586,U0049,C0837,1,0,0,0,0,34,,1.4,2025-09-08 22:44:00,1.68,Weekday,For You,0.0,Low
I013587,U0348,C0718,1,1,0,0,0,53,,14.3,2025-10-21 20:29:00,4.56,Weekday,Search,0.0,Medium
I013588,U0177,C0880,0,0,0,0,0,5,,1.5,2025-11-22 19:39:00,0.1,Weekend,Home Feed,0.0,Low
I013589,U0397,C0101,1,0,0,1,0,68,3.0,1.4,2026-01-20 14:10:00,6.76,Weekday,Search,3.0,High
I013590,U0291,C0434,0,0,0,0,0,46,,12.4,2026-02-05 22:15:00,0.92,Weekday,Search,0.0,Low
I013591,U0349,C0866,1,1,1,0,0,49,5.0,4.9,2025-09-09 21:11:00,11.48,Weekday,Home Feed,5.0,Very High
I013592,U0062,C0102,1,0,1,0,1,60,,3.6,2025-09-10 08:02:00,8.7,Weekday,For You,0.0,High
I013593,U0399,C0848,1,0,0,0,0,63,3.0,3.1,2025-11-12 00:16:00,4.66,Weekday,For You,3.0,Medium
I013594,U0098,C0680,1,1,1,1,0,74,,25.2,2026-02-24 09:35:00,9.98,Weekday,Home Feed,0.0,Very High
I013595,U0397,C0821,1,0,1,1,1,74,,32.6,2025-12-20 13:16:00,10.98,Weekend,Because You Liked,0.0,Very High
I013596,U0427,C0477,1,0,0,0,1,60,,22.2,2025-09-07 20:22:00,5.7,Weekend,Category Page,0.0,Medium
I013597,U0157,C0584,1,0,0,0,0,51,,2.0,2025-12-25 22:25:00,2.02,Weekday,For You,0.0,Low
I013598,U0021,C0869,1,0,1,0,1,86,,21.5,2025-09-02 21:44:00,9.22,Weekday,Search,0.0,Very High
I013599,U0195,C0333,1,0,0,1,1,100,4.0,5.0,2025-12-08 13:11:00,11.7,Weekday,Home Feed,4.0,Very High
I013600,U0382,C0631,1,0,0,0,0,30,4.0,3.3,2025-09-27 23:25:00,4.8,Weekend,For You,4.0,Medium
I013601,U0420,C0766,1,0,0,0,0,96,,5.8,2025-12-19 17:13:00,2.92,Weekday,Category Page,0.0,Low
I013602,U0006,C0158,1,0,0,0,0,50,,17.0,2025-12-08 19:40:00,2.0,Weekday,For You,0.0,Low
I013603,U0255,C0729,0,0,0,0,0,24,,7.9,2026-01-10 19:44:00,0.48,Weekend,Search,0.0,Low
I013604,U0232,C0518,1,0,0,1,0,62,,4.3,2025-11-21 00:23:00,4.24,Weekday,Search,0.0,Medium
I013605,U0213,C0681,1,0,1,0,1,77,5.0,6.2,2025-11-16 01:07:00,13.04,Weekend,Trending,5.0,Very High
I013606,U0181,C0145,1,0,0,0,1,57,,18.2,2025-09-05 07:13:00,5.64,Weekday,Trending,0.0,Medium
I013607,U0103,C0318,1,1,0,0,1,100,,28.0,2025-11-20 22:06:00,9.0,Weekday,Category Page,0.0,High
I013608,U0438,C0180,1,0,1,0,1,46,,5.1,2025-10-18 17:11:00,8.42,Weekend,Because You Liked,0.0,High
I013609,U0421,C0652,1,0,0,0,0,65,4.0,8.5,2026-01-07 16:27:00,5.5,Weekday,Home Feed,4.0,Medium
I013610,U0373,C0097,1,0,1,0,0,50,,3.5,2026-02-19 12:44:00,5.0,Weekday,Trending,0.0,Medium
I013611,U0197,C0276,1,1,0,0,1,63,5.0,5.0,2025-10-02 15:32:00,12.26,Weekday,For You,5.0,Very High
I013612,U0136,C0641,1,0,0,1,1,100,,7.0,2025-10-29 21:49:00,8.5,Weekday,Trending,0.0,High
I013613,U0286,C0218,1,0,0,0,0,58,3.0,3.5,2025-11-24 18:55:00,4.56,Weekday,Category Page,3.0,Medium
