content_id,title,category,format,mood,content_similarity_score,normalized_popularity_score,profile_match_score,final_score,recommendation_reason,user_id
C0169,Budget-Friendly Food Spots Worth Trying This Week for Shared Kitchens,Food,Article,Energetic,0.528869449675725,0.9471814483624843,0.7,0.6676735594122699,favorite category; preferred mood,U0091
C0541,Budget-Friendly Food Spots Worth Trying This Week This Week,Food,Short Video,Energetic,0.5848429402854658,0.5804991323583469,1.0,0.6667884002465929,favorite category; preferred format; preferred mood,U0091
C0427,Budget-Friendly Food Spots Worth Trying This Week for Shared Kitchens,Food,Short Video,Curious,0.6586729045858923,0.5261256397277994,0.8,0.6538015074541907,favorite category; preferred format,U0091
C0596,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Short Video,Curious,0.5751961341252186,0.6973923476369908,0.8,0.650705960678118,favorite category; preferred format,U0091
C0425,Cheap Meals You Can Make in Under 20 Minutes Near Campus,Food,Short Video,Energetic,0.457543077649904,0.7739445051671342,1.0,0.6451348189992308,favorite category; preferred format; preferred mood,U0091
C0701,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.4927531905918476,0.7844664361481033,0.8,0.627130863862542,favorite category; preferred format,U0091
C0640,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.6808284130887852,0.9012445065760403,0.8,0.759766753842842,favorite category; preferred format,U0092
C0261,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.6389005707395132,0.6776761711939712,0.8,0.680814356705225,favorite category; preferred format,U0092
C0052,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.6053363874753501,0.7046299781241574,0.8,0.669092507642482,favorite category; preferred format,U0092
C0073,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Short Video,Excited,0.5993908895507724,0.6863044534716546,0.8,0.6612411026208385,favorite category; preferred format,U0092
C0306,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Short Video,Social,0.6103796478109416,0.6114555799261383,0.8,0.6485727012775525,favorite category; preferred format,U0092
C0507,Cheap Essentials That Still Feel Good Quality for Student Budgets,Deals,Carousel,Relaxed,0.47954506792150814,0.7385021464859494,1.0,0.6483753239783169,favorite category; preferred format; preferred mood,U0092
C0846,Cheap Essentials That Still Feel Good Quality Before Prices Jump,Deals,Guide,Relaxed,0.5975448581862041,0.6350880152972272,0.7,0.627421675826719,favorite category; preferred mood,U0092
C0783,Campus Events Worth Leaving Your Room For Without Big Spending,Events,Article,Excited,0.5593642828171027,0.866488879123217,0.5,0.6242725753302107,favorite category,U0092
C0679,Campus Events Worth Leaving Your Room For Near Campus,Events,Article,Curious,0.583528556414749,0.8041873292818619,0.5,0.6219875383485775,favorite category,U0092
C0284,Local Events That Feel Social Without Being Too Much for Social Weekends,Events,Short Video,Excited,0.4223865337127326,0.8474214048703671,0.8,0.6041679447595948,favorite category; preferred format,U0092
C0398,Budgeting on a Student Schedule That Scale Well,Finance,Article,Curious,0.6130092514186083,0.6209707823790271,1.0,0.6923977838749914,favorite category; preferred format; preferred mood,U0093
C0117,Useful Apps That Actually Save Students Time for Better Focus,Tech,Video,Motivated,0.6794906071163705,0.8490711058620625,0.5,0.6859876103795194,favorite category,U0093
C0564,AI Tools Worth Testing for Everyday Student Life Without Paying Too Much,Tech,Article,Focused,0.5002779177453471,0.6649344806253866,1.0,0.6413864749162876,favorite category; preferred format; preferred mood,U0093
C0121,Five Focus Rituals for Low-Energy Days Without Overplanning,Productivity,Article,Focused,0.4908770564881938,0.6847330349945501,1.0,0.6411656398171441,favorite category; preferred format; preferred mood,U0093
C0354,Five Focus Rituals for Low-Energy Days for Students,Productivity,Article,Motivated,0.6053187096700972,0.5484858810517064,0.8,0.6300467605814801,favorite category; preferred format,U0093
C0753,Five Focus Rituals for Low-Energy Days for Students,Productivity,Checklist,Motivated,0.581863161265336,0.7979303751195097,0.5,0.6195073324758122,favorite category,U0093
C0815,Five Focus Rituals for Low-Energy Days for Hybrid Routines,Productivity,Article,Focused,0.3523308232863522,0.8592419896621011,1.0,0.608592450223019,favorite category; preferred format; preferred mood,U0093
C0044,Five Focus Rituals for Low-Energy Days When Motivation Drops,Productivity,Podcast,Focused,0.34431235632444657,0.7876759837279492,1.0,0.586290791910433,favorite category; preferred format; preferred mood,U0093
C0548,Budgeting on a Student Schedule Without Feeling Miserable,Finance,Podcast,Focused,0.3841711987957121,0.6808016047091463,1.0,0.5814945605149282,favorite category; preferred format; preferred mood,U0093
C0590,Budgeting on a Student Schedule That Scale Well,Finance,Article,Curious,0.38981396898590276,0.6623516878870053,1.0,0.5799856049139979,favorite category; preferred format; preferred mood,U0093
C0318,The Best Group Study Strategies for Busy Weeks for Mid-Semester Pressure,Study,Podcast,Calm,0.7482036147382954,0.625383388391289,0.7,0.7078578352038848,favorite category; preferred mood,U0094
C0253,The Best Group Study Strategies for Busy Weeks for Mid-Semester Pressure,Study,Short Video,Focused,0.5911321799899393,0.8298495897618556,0.8,0.6925850964349306,favorite category; preferred format,U0094
C0672,CV Tweaks That Make Student Applications Stronger for Student Professionals,Career,Article,Motivated,0.5203572759074253,0.7410992471900183,1.0,0.6714713135465886,favorite category; preferred format; preferred mood,U0094
C0527,The Best Group Study Strategies for Busy Weeks for Mid-Semester Pressure,Study,Short Video,Focused,0.6678028567816878,0.5475507564253979,0.8,0.6641792603362778,favorite category; preferred format,U0094
C0188,Questions to Ask at Networking Events That Lead Somewhere That Recruiters Notice,Career,Guide,Motivated,0.4223953412026157,0.9128845396771833,1.0,0.6605385725807345,favorite category; preferred format; preferred mood,U0094
C0031,CV Tweaks That Make Student Applications Stronger for Graduate Roles,Career,Podcast,Motivated,0.601993787878301,0.7011229214704835,0.7,0.6463773137006864,favorite category; preferred mood,U0094
C0102,The Best Group Study Strategies for Busy Weeks for Busy Weeks,Study,Article,Focused,0.5278410271657946,0.7624711770991507,0.8,0.6409303592159747,favorite category; preferred format,U0094
C0742,The Best Group Study Strategies for Busy Weeks for Group Sessions,Study,Short Video,Calm,0.4735416275928713,0.693427173467666,1.0,0.6338046885429958,favorite category; preferred format; preferred mood,U0094
C0413,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Guide,Calm,0.44516034297674384,0.7331496166319854,1.0,0.6281255927952054,favorite category; preferred format; preferred mood,U0094
C0779,The Best Group Study Strategies for Busy Weeks for Group Sessions,Study,Article,Focused,0.5258124906293478,0.6956621465300591,0.8,0.6231124064786561,favorite category; preferred format,U0094
C0720,A Simple Weekly Reset Routine for Students Without Overplanning,Productivity,Guide,Focused,0.6693477865715697,0.6544480479579743,1.0,0.731753294603857,favorite category; preferred format; preferred mood,U0095
C0503,A Simple Weekly Reset Routine for Students Without Overplanning,Productivity,Guide,Focused,0.600369879116754,0.6787284510564813,1.0,0.6998855462783351,favorite category; preferred format; preferred mood,U0095
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.49979843160757553,0.8538702360197215,1.0,0.6883566963890969,favorite category; preferred format; preferred mood,U0095
C0877,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable,Study,Checklist,Calm,0.5549242012057993,0.745947489325252,0.8,0.6516951829945027,favorite category; preferred format,U0095
C0647,Flashcard Systems Students Actually Keep Using for Busy Weeks,Study,Guide,Focused,0.4550011675512094,0.7342737310680619,1.0,0.6338190749201806,favorite category; preferred format; preferred mood,U0095
C0167,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.42690827878562665,0.7826824245248405,1.0,0.6304701594633049,favorite category; preferred format; preferred mood,U0095
C0047,A Simple Weekly Reset Routine for Students for Students,Productivity,Checklist,Focused,0.4560450835917083,0.6934893050634573,1.0,0.6241971222413039,favorite category; preferred format; preferred mood,U0095
C0662,A Simple Weekly Reset Routine for Students When Motivation Drops,Productivity,Article,Focused,0.43262358760656583,0.7112179667435277,1.0,0.6157474648694932,favorite category; preferred format; preferred mood,U0095
C0683,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Checklist,Focused,0.4307915660825038,0.69261359422083,1.0,0.6100887599005846,favorite category; preferred format; preferred mood,U0095
C0027,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable,Study,Checklist,Focused,0.5070523202590229,0.4704744039336418,1.0,0.596497377125873,favorite category; preferred format; preferred mood,U0095
C0431,Short Entertainment Picks for Study Breaks This Weekend,Entertainment,Carousel,Relaxed,0.4187778927472491,0.69833960241765,0.8,0.5649127416153996,favorite category; preferred format,U0096
C0546,Easy Listening Picks for a Weekend Reset for Deep Focus,Music,Short Video,Relaxed,0.5212674738829288,0.7058553970426193,0.5,0.5631609598962657,favorite category,U0096
C0197,Weekend Watch Picks That Actually Match the Mood When You Need a Reset,Entertainment,Carousel,Curious,0.36506582209936445,0.617075155128133,1.0,0.5550549909366838,favorite category; preferred format; preferred mood,U0096
C0489,Weekend Watch Picks That Actually Match the Mood That Are Easy to Get Into,Entertainment,Carousel,Relaxed,0.422300753381573,0.5971917589936824,0.8,0.5415633541082858,favorite category; preferred format,U0096
C0128,Weekend Watch Picks That Actually Match the Mood This Weekend,Entertainment,Short Video,Curious,0.436773510142519,0.6313451840700026,0.7,0.5380617265958861,favorite category; preferred mood,U0096
C0424,Short Entertainment Picks for Study Breaks That Are Easy to Get Into,Entertainment,Article,Excited,0.4240371066035018,0.6379911822800299,0.7,0.5327182042019335,favorite category; preferred mood,U0096
C0448,Fun Recommendations for a No-Pressure Weekend That Are Easy to Get Into,Entertainment,Carousel,Curious,0.2527920430225604,0.7540604419295156,1.0,0.5275507341447871,favorite category; preferred format; preferred mood,U0096
C0064,Short Entertainment Picks for Study Breaks After Long Study Days,Entertainment,Short Video,Excited,0.4031378708790896,0.6408981229295047,0.7,0.5219503597158754,favorite category; preferred mood,U0096
C0845,Short Entertainment Picks for Study Breaks After Long Study Days,Entertainment,Short Video,Curious,0.4026894740834902,0.6149464954931464,0.7,0.5152158346192063,favorite category; preferred mood,U0096
C0366,Short Entertainment Picks for Study Breaks When You Need a Reset,Entertainment,Carousel,Curious,0.30086208570725903,0.5860312818301682,1.0,0.5119819675965345,favorite category; preferred format; preferred mood,U0096
C0723,Energetic Tracks for a Better Start to the Day for Quiet Mornings,Music,Short Video,Relaxed,0.39226618976955147,0.48098046934875405,1.0,0.5359915217104418,favorite category; preferred format; preferred mood,U0097
C0386,Energetic Tracks for a Better Start to the Day for Deep Focus,Music,Playlist,Relaxed,0.4397979323065475,0.613431672652189,0.7,0.5352467809316485,favorite category; preferred mood,U0097
C0546,Easy Listening Picks for a Weekend Reset for Deep Focus,Music,Short Video,Relaxed,0.2743607750482316,0.7058553970426193,1.0,0.5273622755371823,favorite category; preferred format; preferred mood,U0097
C0812,Energetic Tracks for a Better Start to the Day That Feel Fresh,Music,Short Video,Relaxed,0.3389748128885999,0.5323152825609181,1.0,0.5195149677289594,favorite category; preferred format; preferred mood,U0097
C0190,Playlists That Help You Focus Without Feeling Flat for Better Evenings,Music,Article,Relaxed,0.3967047225805551,0.5835317348730542,0.7,0.5040705311375688,favorite category; preferred mood,U0097
C0389,Energetic Tracks for a Better Start to the Day for Weekend Vibes,Music,Playlist,Energetic,0.45807786823543567,0.5893336244570377,0.5,0.49927623364374907,favorite category,U0097
C0721,Playlists That Help You Focus Without Feeling Flat for Better Evenings,Music,Playlist,Relaxed,0.4106109464662415,0.5326284610914271,0.7,0.4989931358292896,favorite category; preferred mood,U0097
C0582,Playlists That Help You Focus Without Feeling Flat for Deep Focus,Music,Short Video,Relaxed,0.3445471441500982,0.41114110567459644,1.0,0.49228620570120313,favorite category; preferred format; preferred mood,U0097
C0249,Energetic Tracks for a Better Start to the Day for Deep Focus,Music,Short Video,Calm,0.4270115675261044,0.37675216821496554,0.8,0.48904440419309886,favorite category; preferred format,U0097
C0506,Playlists That Help You Focus Without Feeling Flat That Feel Fresh,Music,Playlist,Relaxed,0.2969864468602281,0.7394709708865269,0.7,0.4882102884947572,favorite category; preferred mood,U0097
C0782,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Carousel,Relaxed,0.67865012000137,0.8167198266742725,1.0,0.7774375226693218,favorite category; preferred format; preferred mood,U0098
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Social,0.6614610907977643,0.8098821861264918,0.8,0.7262741464703933,favorite category; preferred format,U0098
C0480,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Excited,0.5950912899650591,0.706428209886958,1.0,0.703907261952522,favorite category; preferred format; preferred mood,U0098
C0264,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Motivated,0.5165801450980353,0.9255845105347383,0.8,0.6755152074376041,favorite category; preferred format,U0098
C0284,Local Events That Feel Social Without Being Too Much for Social Weekends,Events,Short Video,Excited,0.4685138485282611,0.8474214048703671,1.0,0.6695379679081355,favorite category; preferred format; preferred mood,U0098
C0546,Easy Listening Picks for a Weekend Reset for Deep Focus,Music,Short Video,Relaxed,0.5212674738829288,0.7058553970426193,1.0,0.6631609598962658,favorite category; preferred format; preferred mood,U0098
C0143,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Curious,0.5977542066411933,0.6697544134641724,0.8,0.6562034170186994,favorite category; preferred format,U0098
C0309,Local Events That Feel Social Without Being Too Much Without Big Spending,Events,Short Video,Excited,0.44144639169353894,0.8529747252541245,1.0,0.6560391967449777,favorite category; preferred format; preferred mood,U0098
C0017,Easy Listening Picks for a Weekend Reset for Weekend Vibes,Music,Carousel,Relaxed,0.5537750209517779,0.4678678305346629,1.0,0.6215432191571436,favorite category; preferred format; preferred mood,U0098
C0432,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Guide,Motivated,0.7036659050171308,0.5329024498924955,0.5,0.6202418602325458,favorite category,U0098
C0863,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Guide,Focused,0.6881790973075492,0.7973934724331214,1.0,0.7778468716274325,favorite category; preferred format; preferred mood,U0099
C0167,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.5107756660539342,0.7826824245248405,1.0,0.676597222460874,favorite category; preferred format; preferred mood,U0099
C0207,Small Reset Habits for Stress-Heavy Weeks for Better Balance,Wellness,Guide,Calm,0.6285532322275583,0.680396272770155,0.8,0.6758033459176959,favorite category; preferred format,U0099
C0268,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Article,Focused,0.5675563229528588,0.6505657806044393,1.0,0.6747974227751823,favorite category; preferred format; preferred mood,U0099
C0525,7 Revision Habits That Actually Stick for Group Sessions,Study,Article,Calm,0.40160237391255715,0.9609782617144543,0.8,0.6211258710805201,favorite category; preferred format,U0099
C0312,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Guide,Focused,0.4745618823050684,0.6235541683069944,1.0,0.6168975773445362,favorite category; preferred format; preferred mood,U0099
C0779,The Best Group Study Strategies for Busy Weeks for Group Sessions,Study,Article,Focused,0.43740444152449914,0.6956621465300591,1.0,0.6144879794709893,favorite category; preferred format; preferred mood,U0099
C0581,Small Reset Habits for Stress-Heavy Weeks Without a Huge Routine,Wellness,Guide,Relaxed,0.4758784472285542,0.7606129201582214,0.8,0.6118863760152602,favorite category; preferred format,U0099
C0094,Calm Systems for Managing Academic Pressure for Students,Wellness,Guide,Relaxed,0.47113852694264446,0.7698979559954758,0.8,0.6116006788173235,favorite category; preferred format,U0099
C0641,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Short Video,Focused,0.5863671432741033,0.5729446831879369,0.7,0.605738099597741,favorite category; preferred mood,U0099
C0838,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings,Food,Guide,Relaxed,0.713276511593621,0.8277749657874509,1.0,0.7992458228233543,favorite category; preferred format; preferred mood,U0100
C0243,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings,Food,Short Video,Energetic,0.6567670228615916,0.7552756062963588,1.0,0.7500407641479652,favorite category; preferred format; preferred mood,U0100
C0689,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.5304263535298611,0.8191033232369489,1.0,0.6965103252506608,favorite category; preferred format; preferred mood,U0100
C0771,Student Deals Worth Using This Month Before Prices Jump,Deals,Article,Motivated,0.7155534070027648,0.7965825930892131,0.5,0.692700022123824,favorite category,U0100
C0460,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings,Food,Carousel,Energetic,0.6643423372054735,0.5057320202818503,1.0,0.6918212905334731,favorite category; preferred format; preferred mood,U0100
C0701,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.5173225069307336,0.7844664361481033,1.0,0.6806439878489293,favorite category; preferred format; preferred mood,U0100
C0756,Student Deals Worth Using This Month Before Prices Jump,Deals,Article,Relaxed,0.6054950200121919,0.7364104911157267,0.7,0.6571248837856373,favorite category; preferred mood,U0100
C0425,Cheap Meals You Can Make in Under 20 Minutes Near Campus,Food,Short Video,Energetic,0.465887116561761,0.7739445051671342,1.0,0.649724040400752,favorite category; preferred format; preferred mood,U0100
C0589,Cheap Meals You Can Make in Under 20 Minutes on a Budget,Food,Short Video,Curious,0.5895798144163459,0.6516145871637689,0.8,0.6471725447199326,favorite category; preferred format,U0100
C0598,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Guide,Relaxed,0.5175725857978362,0.614747951933712,1.0,0.6383519101722379,favorite category; preferred format; preferred mood,U0100
C0701,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.8228883134591161,0.7844664361481033,0.5,0.7487051814395397,preferred format; preferred mood,U0101
C0025,Digital Habits That Reduce Daily Friction for Cleaner Daily Systems,Lifestyle,Short Video,Curious,0.7490691602357592,0.6560560898337177,0.8,0.736002060588097,favorite category; preferred format,U0101
C0345,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Short Video,Motivated,0.667094111303497,0.59505464634535,1.0,0.7156654228032608,favorite category; preferred format; preferred mood,U0101
C0557,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Podcast,Motivated,0.6483025059792974,0.6215793841911609,1.0,0.7119612243364037,favorite category; preferred format; preferred mood,U0101
C0072,A Practical Guide to Last-Minute Exam Preparation for Group Sessions,Study,Short Video,Motivated,0.5266078073531545,0.7581125920926831,1.0,0.6791624420674058,favorite category; preferred format; preferred mood,U0101
C0007,Digital Habits That Reduce Daily Friction That Feel Worth It,Lifestyle,Article,Motivated,0.5719091519608716,0.6253116622612152,1.0,0.6708779491437832,favorite category; preferred format; preferred mood,U0101
C0602,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Article,Motivated,0.6116740450762709,0.5120782384508598,1.0,0.664440284404664,favorite category; preferred format; preferred mood,U0101
C0057,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Article,Motivated,0.51721892025365,0.6917223525963192,1.0,0.6574009942885873,favorite category; preferred format; preferred mood,U0101
C0287,Digital Habits That Reduce Daily Friction That Actually Last,Lifestyle,Article,Curious,0.5944866415932517,0.6781532210923132,0.8,0.6565059581493669,favorite category; preferred format,U0101
C0832,Self-Improvement Habits That Don’t Take Over Your Day Without Overdoing It,Lifestyle,Article,Motivated,0.47158326390890226,0.7483948221884784,1.0,0.6464695006970158,favorite category; preferred format; preferred mood,U0101
C0410,Questions to Ask at Networking Events That Lead Somewhere Without Sounding Robotic,Career,Long Video,Motivated,0.6732316561981603,0.7911525713383805,0.7,0.7080655537435833,favorite category; preferred mood,U0102
C0286,Digital Habits That Reduce Daily Friction That Feel Worth It,Lifestyle,Guide,Motivated,0.5549520532009272,0.6101098721311308,1.0,0.6577510972932927,favorite category; preferred format; preferred mood,U0102
C0025,Digital Habits That Reduce Daily Friction for Cleaner Daily Systems,Lifestyle,Short Video,Curious,0.5305331513760565,0.6560560898337177,1.0,0.6558072557152606,favorite category; preferred format; preferred mood,U0102
C0204,Questions to Ask at Networking Events That Lead Somewhere for Graduate Roles,Career,Article,Motivated,0.5756685849082349,0.6508320366933493,0.7,0.6193257308728666,favorite category; preferred mood,U0102
C0792,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Guide,Motivated,0.3851709919492577,0.7969218844390575,1.0,0.6110745166818561,favorite category; preferred format; preferred mood,U0102
C0264,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Motivated,0.3250428010555476,0.9255845105347383,1.0,0.6101696682142358,favorite category; preferred format; preferred mood,U0102
C0836,Questions to Ask at Networking Events That Lead Somewhere Without Sounding Robotic,Career,Checklist,Curious,0.5547903902384319,0.6510544963725324,0.7,0.6078983387242707,favorite category; preferred mood,U0102
C0806,Digital Habits That Reduce Daily Friction That Actually Last,Lifestyle,Carousel,Curious,0.5130133759962724,0.701640327690606,0.7,0.5975674387206014,favorite category; preferred mood,U0102
C0415,Self-Improvement Habits That Don’t Take Over Your Day for Student Life,Lifestyle,Carousel,Curious,0.5107293836569117,0.7047062005725747,0.7,0.5970777111544452,favorite category; preferred mood,U0102
C0481,Questions to Ask at Networking Events That Lead Somewhere for Internship Season,Career,Long Video,Focused,0.5829816986953897,0.7003730573833492,0.5,0.5957331986283017,favorite category,U0102
C0474,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Article,Motivated,0.6080528062290538,0.8538702360197215,0.7,0.68789660243091,favorite category; preferred mood,U0103
C0413,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Guide,Calm,0.5409386069101016,0.7331496166319854,1.0,0.6808036379585523,favorite category; preferred format; preferred mood,U0103
C0390,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.4138319614477038,0.7594295408957127,1.0,0.6174649640201653,favorite category; preferred format; preferred mood,U0103
C0778,How to Follow Up After an Interview Without Sounding Generic for Graduate Roles,Career,Podcast,Motivated,0.3668741262773454,0.8355850886642181,1.0,0.6106770416185945,favorite category; preferred format; preferred mood,U0103
C0012,A Practical Guide to Last-Minute Exam Preparation for Group Sessions,Study,Guide,Focused,0.4905304033078295,0.7005980166094895,0.8,0.6049412259716787,favorite category; preferred format,U0103
C0716,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Long Video,Curious,0.6027854471670984,0.6915587458863989,0.5,0.6044216824135038,favorite category,U0103
C0030,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.3883608649394144,0.6909520376704449,1.0,0.5863364851342892,favorite category; preferred format; preferred mood,U0103
C0888,How to Follow Up After an Interview Without Sounding Generic for Student Professionals,Career,Podcast,Motivated,0.38498094878186884,0.6923426947047665,1.0,0.5848251955062196,favorite category; preferred format; preferred mood,U0103
C0631,Internship Search Habits That Compound Over Time for Internship Season,Career,Guide,Curious,0.49833662630612546,0.5884967440560489,0.8,0.5812093304823813,favorite category; preferred format,U0103
C0110,How to Build Better Lecture Notes Without Overwriting Everything for Mid-Semester Pressure,Study,Guide,Calm,0.31641089715229476,0.8196464390829161,1.0,0.5789376032044912,favorite category; preferred format; preferred mood,U0103
C0658,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Guide,Calm,0.583469828172528,0.6459757740338135,1.0,0.6824023490033437,favorite category; preferred format; preferred mood,U0104
C0345,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Short Video,Motivated,0.6409345763002136,0.59505464634535,0.7,0.641277678551455,favorite category; preferred mood,U0104
C0566,A Practical Guide to Last-Minute Exam Preparation on a Tight Timetable,Study,Guide,Focused,0.5780977236676799,0.6047372663704703,0.8,0.6291380646098416,favorite category; preferred format,U0104
C0012,A Practical Guide to Last-Minute Exam Preparation for Group Sessions,Study,Guide,Focused,0.5335672221683884,0.7005980166094895,0.8,0.628611476344986,favorite category; preferred format,U0104
C0568,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Short Video,Motivated,0.5266078073531545,0.7666822344971713,0.7,0.6213048526685279,favorite category; preferred mood,U0104
C0602,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Article,Motivated,0.5259646554811552,0.5120782384508598,1.0,0.6173001201273504,favorite category; preferred format; preferred mood,U0104
C0304,How to Build a Small Emergency Buffer While Studying This Semester,Finance,Article,Curious,0.5473967017912826,0.614830228687717,0.8,0.6147757431571348,favorite category; preferred format,U0104
C0413,A Practical Guide to Last-Minute Exam Preparation for Mid-Semester Pressure,Study,Guide,Calm,0.410740445499324,0.7331496166319854,1.0,0.6091946491826246,favorite category; preferred format; preferred mood,U0104
C0270,7 Revision Habits That Actually Stick for Group Sessions,Study,Article,Calm,0.41710992364593574,0.6546340261541881,1.0,0.5930689645438116,favorite category; preferred format; preferred mood,U0104
C0057,A Practical Guide to Last-Minute Exam Preparation Before Exam Season,Study,Article,Motivated,0.3972533343771841,0.6917223525963192,1.0,0.591419922056531,favorite category; preferred format; preferred mood,U0104
C0671,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend,Events,Short Video,Curious,0.7228819979506256,0.5489844965599985,1.0,0.7348312230128438,favorite category; preferred format; preferred mood,U0105
C0311,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend,Events,Guide,Curious,0.609770181631352,0.8113326756822623,0.7,0.6782067688178092,favorite category; preferred mood,U0105
C0841,Things to Do This Week Beyond the Usual Routine You’ll Actually Want to Attend,Events,Short Video,Social,0.5998269472346626,0.7383965227731045,0.8,0.6745039516723406,favorite category; preferred format,U0105
C0898,Student Snacks That Feel Better Than Instant Noodles Near Campus,Food,Carousel,Curious,0.608094599267388,0.7027770334273972,0.7,0.6501462879539127,favorite category; preferred mood,U0105
C0244,Budget-Friendly Food Spots Worth Trying This Week This Week,Food,Short Video,Relaxed,0.3444252716243472,0.9290846646290257,1.0,0.6217050655506474,favorite category; preferred format; preferred mood,U0105
C0700,Student Snacks That Feel Better Than Instant Noodles on a Budget,Food,Short Video,Curious,0.5197180107929343,0.5240459257668638,1.0,0.6168563873778299,favorite category; preferred format; preferred mood,U0105
C0701,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.38446917246400414,0.7844664361481033,1.0,0.6075746538922282,favorite category; preferred format; preferred mood,U0105
C0689,Cheap Meals You Can Make in Under 20 Minutes for Shared Kitchens,Food,Short Video,Relaxed,0.36000603646421236,0.8191033232369489,1.0,0.6027791508645541,favorite category; preferred format; preferred mood,U0105
C0172,Student Snacks That Feel Better Than Instant Noodles on a Budget,Food,Short Video,Curious,0.4179946378906625,0.6639141483192378,1.0,0.5958755879196738,favorite category; preferred format; preferred mood,U0105
C0067,Student Snacks That Feel Better Than Instant Noodles on a Budget,Food,Guide,Relaxed,0.5126821028050477,0.6753425941548094,0.7,0.5908108050814785,favorite category; preferred mood,U0105
C0390,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.6005834346378068,0.7594295408957127,1.0,0.720178274274722,favorite category; preferred format; preferred mood,U0106
C0030,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.6252463619870456,0.6909520376704449,1.0,0.7166235085104864,favorite category; preferred format; preferred mood,U0106
C0326,How to Build Better Lecture Notes Without Overwriting Everything for Mid-Semester Pressure,Study,Article,Calm,0.6607550453068214,0.6379308036132736,0.7,0.6628979758220702,favorite category; preferred mood,U0106
C0182,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine,Wellness,Guide,Relaxed,0.6052617596790587,0.6773736545965329,0.8,0.6622373814726156,favorite category; preferred format,U0106
