user_id,age_group,study_level,study_mode,persona,favorite_categories,preferred_formats,preferred_moods,session_pattern,activity_level,time_availability,budget_sensitivity,campus_affinity,preferred_days,device_preference,home_region,discovery_style,avg_session_minutes,onboarding_interest_score
U0247,21-23,Undergraduate,Part-time,Focused Planner,Study|Career,Article|Checklist,Calm|Focused,Evening,Medium,Tight Schedule,Medium,Mixed,Weekday,Mobile,Hatfield,Balanced,31,0.6
U0248,21-23,Undergraduate,Full-time,Pop Culture Browser,Music|Events,Video|Playlist|Short Video,Relaxed|Excited,Afternoon,High,Tight Schedule,Low,Mixed,Weekday,Mobile,Hatfield,Trendy,47,0.8
U0249,21-23,Undergraduate,Full-time,Campus Connector,Food|Events|Lifestyle|Study,Article|Guide|Carousel,Social|Curious,Late Night,Medium,Tight Schedule,Medium,Off-Campus,Weekday,Mobile,Watford,Exploratory,19,0.69
U0250,24-26,Postgraduate Taught,Full-time,Focused Planner,Career|Wellness|Finance|Study,Podcast|Article,Motivated|Calm,Evening,High,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,Watford,Balanced,21,0.53
U0251,21-23,Undergraduate,Full-time,Wellness Seeker,Study|Fitness|Lifestyle|Wellness,Short Video|Guide,Motivated|Calm,Late Night,Medium,Flexible,Medium,Campus-Centered,Mixed,Mobile,Hatfield,Familiar,41,0.98
U0252,18-20,Undergraduate,Full-time,Minimalist Achiever,Wellness|Career,Checklist|Article|Short Video,Motivated|Calm,Morning,High,Tight Schedule,High,Mixed,Mixed,Laptop,Watford,Familiar,15,0.8
U0253,21-23,Postgraduate Taught,Full-time,Budget Explorer,Food|Travel,Short Video|Guide,Curious|Energetic,Evening,Medium,Tight Schedule,High,Mixed,Weekday,Laptop,St Albans,Trendy,23,0.65
U0254,27-30,Postgraduate Research,Part-time,Pop Culture Browser,Lifestyle|Food,Video|Short Video|Playlist,Relaxed|Curious,Morning,Medium,Balanced,Low,Campus-Centered,Mixed,Tablet,Remote/Online,Trendy,24,0.6
U0255,27-30,Postgraduate Taught,Full-time,Career Builder,Study|Productivity|Tech,Guide|Podcast|Article,Curious|Motivated,Evening,Medium,Balanced,Low,Mixed,Mixed,Mobile,Remote/Online,Balanced,31,0.6
U0256,24-26,Undergraduate,Full-time,Wellness Seeker,Wellness|Lifestyle|Food,Guide|Short Video,Relaxed|Calm,Afternoon,High,Balanced,Medium,Off-Campus,Weekend,Laptop,Hatfield,Familiar,33,0.71
U0257,24-26,Postgraduate Taught,Part-time,Career Builder,Tech|Productivity,Long Video|Article|Podcast,Motivated|Focused,Early Morning,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,Watford,Balanced,28,0.59
U0258,27-30,Postgraduate Taught,Full-time,Focused Planner,Finance|Career|Productivity|Study,Checklist|Podcast,Focused|Motivated,Afternoon,High,Flexible,Medium,Campus-Centered,Mixed,Mobile,Hatfield,Balanced,24,0.83
U0259,21-23,Postgraduate Taught,Full-time,Campus Connector,Food|Study|Events,Article|Carousel,Curious|Social,Evening,Medium,Tight Schedule,Medium,Mixed,Weekend,Mobile,Hatfield,Exploratory,36,0.58
U0260,18-20,Postgraduate Taught,Full-time,Wellness Seeker,Study|Food,Article|Short Video,Motivated|Relaxed,Morning,Medium,Tight Schedule,Medium,Campus-Centered,Weekday,Tablet,Hatfield,Familiar,32,0.83
U0261,24-26,Postgraduate Taught,Part-time,Weekend Adventurer,Lifestyle|Events|Entertainment|Food,Short Video|Video,Excited|Curious,Afternoon,High,Balanced,Medium,Campus-Centered,Mixed,Mobile,St Albans,Exploratory,12,0.8
U0262,24-26,Postgraduate Taught,Full-time,Budget Explorer,Events|Food,Short Video|Article,Energetic|Relaxed,Evening,Medium,Balanced,High,Off-Campus,Weekend,Mobile,London,Trendy,23,0.8
U0263,18-20,Postgraduate Taught,Full-time,Wellness Seeker,Lifestyle|Study|Wellness|Food,Guide|Article|Podcast,Relaxed|Motivated,Early Morning,Medium,Tight Schedule,Medium,Campus-Centered,Mixed,Mobile,London,Familiar,22,0.47
U0264,21-23,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Events|Music,Short Video|Carousel|Video,Excited|Curious,Afternoon,High,Flexible,Low,Mixed,Weekend,Mobile,Hatfield,Trendy,13,0.73
U0265,21-23,Undergraduate,Full-time,Budget Explorer,Events|Lifestyle|Travel,Short Video|Guide|Article,Energetic|Relaxed,Evening,High,Tight Schedule,High,Campus-Centered,Mixed,Mobile,St Albans,Trendy,33,0.59
U0266,18-20,Undergraduate,Full-time,Wellness Seeker,Study|Lifestyle,Article|Guide,Calm|Relaxed,Evening,Medium,Balanced,Medium,Off-Campus,Weekday,Mobile,Hatfield,Familiar,38,0.49
U0267,21-23,Postgraduate Taught,Full-time,Campus Connector,Events|Lifestyle,Guide|Short Video,Social|Curious,Morning,Medium,Balanced,Medium,Campus-Centered,Mixed,Mobile,Remote/Online,Exploratory,30,0.55
U0268,21-23,Undergraduate,Full-time,Budget Explorer,Deals|Events,Short Video|Article,Curious|Relaxed,Late Night,High,Balanced,High,Mixed,Weekday,Mobile,Hatfield,Trendy,23,0.73
U0269,18-20,Postgraduate Research,Full-time,Minimalist Achiever,Career|Wellness|Finance,Article|Guide|Checklist,Focused|Calm,Afternoon,Low,Balanced,High,Mixed,Weekday,Tablet,Luton,Familiar,21,0.67
U0270,18-20,Undergraduate,Full-time,Wellness Seeker,Wellness|Food,Short Video|Article|Podcast,Relaxed|Calm,Early Morning,High,Balanced,Medium,Off-Campus,Mixed,Laptop,St Albans,Familiar,42,0.64
U0271,21-23,Postgraduate Taught,Full-time,Weekend Adventurer,Events|Travel|Lifestyle,Short Video|Guide,Excited|Energetic,Afternoon,Medium,Tight Schedule,Medium,Off-Campus,Weekday,Mobile,Hatfield,Exploratory,40,0.56
U0272,24-26,Undergraduate,Full-time,Minimalist Achiever,Study|Finance|Career,Checklist|Guide,Calm|Focused,Morning,Medium,Balanced,High,Mixed,Mixed,Mobile,London,Familiar,36,0.92
U0273,21-23,Undergraduate,Full-time,Focused Planner,Wellness|Finance|Study,Guide|Podcast|Article,Motivated|Calm,Evening,High,Balanced,Medium,Mixed,Mixed,Mobile,Hatfield,Balanced,8,0.61
U0274,18-20,Postgraduate Research,Full-time,Pop Culture Browser,Food|Lifestyle,Carousel|Video,Relaxed|Excited,Evening,High,Tight Schedule,Low,Mixed,Weekday,Mobile,Hatfield,Trendy,37,0.69
U0275,21-23,Postgraduate Taught,Part-time,Wellness Seeker,Wellness|Fitness|Food|Study,Podcast|Guide|Short Video,Relaxed|Motivated,Morning,High,Balanced,Medium,Off-Campus,Mixed,Laptop,London,Familiar,35,0.64
U0276,18-20,Undergraduate,Full-time,Wellness Seeker,Food|Wellness,Article|Short Video|Guide,Motivated|Relaxed,Morning,Medium,Balanced,Medium,Mixed,Weekend,Mobile,Hatfield,Familiar,31,0.7
U0277,24-26,Undergraduate,Full-time,Focused Planner,Finance|Career|Study|Productivity,Guide|Article|Podcast,Focused|Motivated,Early Morning,Low,Tight Schedule,Medium,Mixed,Mixed,Laptop,Watford,Balanced,43,0.76
U0278,21-23,Postgraduate Taught,Full-time,Minimalist Achiever,Career|Finance|Study|Wellness,Short Video|Guide|Checklist,Calm|Motivated,Morning,Medium,Balanced,High,Mixed,Weekend,Tablet,London,Familiar,34,0.66
U0279,27-30,Postgraduate Taught,Full-time,Pop Culture Browser,Food|Lifestyle,Video|Playlist,Relaxed|Curious,Evening,High,Tight Schedule,Low,Mixed,Mixed,Laptop,Watford,Trendy,25,0.66
U0280,21-23,Postgraduate Research,Full-time,Wellness Seeker,Food|Wellness|Fitness|Lifestyle,Short Video|Podcast|Guide,Calm|Motivated,Evening,Medium,Balanced,Medium,Mixed,Weekday,Laptop,Hatfield,Familiar,35,0.66
U0281,24-26,Undergraduate,Full-time,Pop Culture Browser,Music|Entertainment|Events|Food,Playlist|Video,Excited|Curious,Morning,Medium,Flexible,Low,Campus-Centered,Weekday,Mobile,London,Trendy,34,0.98
U0282,21-23,Undergraduate,Full-time,Budget Explorer,Lifestyle|Travel|Deals,Carousel|Short Video,Curious|Energetic,Evening,High,Balanced,High,Mixed,Weekend,Laptop,Watford,Trendy,40,0.67
U0283,21-23,Postgraduate Research,Part-time,Budget Explorer,Lifestyle|Food|Events|Travel,Short Video|Carousel,Curious|Energetic,Afternoon,Medium,Balanced,High,Mixed,Weekday,Mobile,St Albans,Trendy,44,0.66
U0284,21-23,Postgraduate Research,Part-time,Weekend Adventurer,Entertainment|Food|Lifestyle,Short Video|Guide,Curious|Energetic,Evening,High,Tight Schedule,Medium,Campus-Centered,Mixed,Mobile,Luton,Exploratory,8,0.58
U0285,18-20,Undergraduate,Full-time,Pop Culture Browser,Food|Music|Events|Lifestyle,Playlist|Carousel,Curious|Excited,Early Morning,Low,Tight Schedule,Low,Mixed,Weekday,Mobile,London,Trendy,10,0.67
U0286,21-23,Postgraduate Research,Part-time,Focused Planner,Study|Productivity|Career|Finance,Guide|Checklist,Motivated|Focused,Evening,High,Tight Schedule,Medium,Mixed,Mixed,Laptop,Remote/Online,Balanced,31,0.95
U0287,18-20,Postgraduate Research,Full-time,Weekend Adventurer,Food|Lifestyle|Travel,Guide|Short Video,Curious|Excited,Afternoon,Medium,Balanced,Medium,Off-Campus,Mixed,Mobile,St Albans,Exploratory,34,0.69
U0288,24-26,Undergraduate,Full-time,Budget Explorer,Travel|Food|Events,Short Video|Carousel|Guide,Relaxed|Curious,Early Morning,High,Flexible,High,Mixed,Weekday,Laptop,Remote/Online,Trendy,40,0.41
U0289,24-26,Undergraduate,Full-time,Wellness Seeker,Lifestyle|Study|Fitness|Food,Guide|Article,Relaxed|Motivated,Afternoon,High,Balanced,Medium,Mixed,Mixed,Tablet,Hatfield,Familiar,33,0.83
U0290,18-20,Postgraduate Taught,Part-time,Wellness Seeker,Wellness|Lifestyle|Fitness,Guide|Podcast,Motivated|Relaxed,Early Morning,Medium,Balanced,Medium,Off-Campus,Weekend,Mobile,Hatfield,Familiar,14,0.88
U0291,21-23,Undergraduate,Full-time,Focused Planner,Study|Finance|Wellness|Productivity,Checklist|Podcast|Guide,Calm|Focused,Late Night,Low,Tight Schedule,Medium,Mixed,Weekend,Tablet,Remote/Online,Balanced,34,0.66
U0292,21-23,Undergraduate,Full-time,Wellness Seeker,Study|Fitness|Wellness|Food,Short Video|Podcast,Calm|Motivated,Early Morning,High,Balanced,Medium,Off-Campus,Mixed,Mobile,London,Familiar,37,0.98
U0293,27-30,Postgraduate Taught,Full-time,Campus Connector,Events|Career,Article|Carousel|Short Video,Motivated|Curious,Afternoon,High,Tight Schedule,Medium,Off-Campus,Weekday,Mobile,Hatfield,Exploratory,33,0.75
U0294,18-20,Postgraduate Taught,Full-time,Focused Planner,Study|Finance|Productivity,Guide|Checklist|Article,Focused|Motivated,Late Night,Low,Flexible,Medium,Campus-Centered,Weekday,Laptop,Watford,Balanced,25,0.6
U0295,21-23,Postgraduate Research,Full-time,Wellness Seeker,Lifestyle|Study|Food,Guide|Article,Calm|Motivated,Evening,Medium,Balanced,Medium,Mixed,Weekday,Laptop,Hatfield,Familiar,40,0.6
U0296,24-26,Postgraduate Taught,Part-time,Career Builder,Productivity|Tech|Career|Finance,Article|Long Video|Guide,Focused|Curious,Afternoon,Medium,Tight Schedule,Low,Mixed,Weekday,Laptop,Hatfield,Balanced,31,0.65
U0297,21-23,Undergraduate,Part-time,Career Builder,Tech|Study|Career,Guide|Podcast,Curious|Focused,Morning,High,Balanced,Low,Campus-Centered,Weekday,Laptop,Hatfield,Balanced,36,0.77
U0298,18-20,Undergraduate,Full-time,Campus Connector,Study|Events|Lifestyle,Article|Guide|Carousel,Motivated|Social,Early Morning,Medium,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,St Albans,Exploratory,42,0.65
U0299,21-23,Postgraduate Taught,Full-time,Budget Explorer,Travel|Food|Lifestyle,Guide|Short Video,Energetic|Curious,Morning,Medium,Balanced,High,Mixed,Mixed,Mobile,Remote/Online,Trendy,28,0.58
U0300,24-26,Undergraduate,Full-time,Campus Connector,Lifestyle|Career,Guide|Article,Motivated|Curious,Afternoon,High,Flexible,Medium,Mixed,Weekday,Mobile,Hatfield,Exploratory,26,0.77
U0301,21-23,Undergraduate,Full-time,Minimalist Achiever,Finance|Productivity,Short Video|Guide|Checklist,Focused|Calm,Afternoon,Medium,Tight Schedule,High,Campus-Centered,Mixed,Mobile,Watford,Familiar,39,0.59
U0302,21-23,Postgraduate Taught,Full-time,Budget Explorer,Events|Food|Travel,Article|Guide|Carousel,Relaxed|Curious,Morning,High,Balanced,High,Mixed,Weekend,Mobile,Watford,Trendy,40,0.91
U0303,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Food|Music|Events|Entertainment,Short Video|Playlist|Video,Relaxed|Curious,Late Night,Low,Balanced,Low,Mixed,Weekday,Mobile,London,Trendy,35,0.98
U0304,21-23,Undergraduate,Full-time,Pop Culture Browser,Food|Music|Events|Entertainment,Playlist|Video|Carousel,Relaxed|Excited,Afternoon,Low,Balanced,Low,Mixed,Weekend,Mobile,London,Trendy,22,0.55
U0305,18-20,Undergraduate,Full-time,Campus Connector,Events|Study|Lifestyle|Career,Guide|Carousel,Social|Curious,Afternoon,High,Flexible,Medium,Mixed,Mixed,Mobile,Remote/Online,Exploratory,11,0.93
U0306,24-26,Undergraduate,Part-time,Wellness Seeker,Lifestyle|Food,Short Video|Podcast|Article,Motivated|Relaxed,Afternoon,Low,Balanced,Medium,Campus-Centered,Mixed,Mobile,London,Familiar,38,0.71
U0307,24-26,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Food|Music|Entertainment,Video|Carousel|Short Video,Excited|Relaxed,Evening,High,Balanced,Low,Campus-Centered,Weekend,Mobile,Hatfield,Trendy,34,0.56
U0308,18-20,Postgraduate Taught,Full-time,Pop Culture Browser,Music|Food|Entertainment|Events,Playlist|Carousel,Excited|Curious,Morning,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,Hatfield,Trendy,57,0.74
U0309,21-23,Undergraduate,Part-time,Focused Planner,Study|Finance|Wellness,Article|Podcast,Motivated|Focused,Evening,Medium,Balanced,Medium,Mixed,Mixed,Mobile,Hatfield,Balanced,32,0.82
U0310,18-20,Postgraduate Taught,Full-time,Career Builder,Productivity|Career,Guide|Article|Long Video,Motivated|Focused,Afternoon,Low,Tight Schedule,Low,Campus-Centered,Mixed,Laptop,Remote/Online,Balanced,36,0.75
U0311,21-23,Undergraduate,Full-time,Minimalist Achiever,Career|Finance|Wellness,Article|Guide,Motivated|Calm,Morning,High,Flexible,High,Off-Campus,Weekday,Laptop,St Albans,Familiar,22,0.79
U0312,27-30,Postgraduate Taught,Full-time,Minimalist Achiever,Study|Career|Wellness,Short Video|Checklist|Article,Calm|Motivated,Morning,Medium,Tight Schedule,High,Mixed,Mixed,Mobile,London,Familiar,51,0.91
U0313,24-26,Undergraduate,Full-time,Pop Culture Browser,Music|Food,Playlist|Carousel|Video,Excited|Relaxed,Early Morning,High,Tight Schedule,Low,Campus-Centered,Weekday,Tablet,Luton,Trendy,48,0.65
U0314,27-30,Postgraduate Taught,Full-time,Career Builder,Finance|Study|Career|Productivity,Guide|Long Video,Focused|Curious,Evening,Medium,Flexible,Low,Mixed,Weekend,Laptop,Hatfield,Balanced,20,0.7
U0315,18-20,Undergraduate,Full-time,Wellness Seeker,Wellness|Food|Study|Lifestyle,Podcast|Guide,Relaxed|Calm,Late Night,Low,Tight Schedule,Medium,Mixed,Mixed,Mobile,Luton,Familiar,31,0.87
U0316,21-23,Postgraduate Taught,Full-time,Budget Explorer,Events|Travel,Guide|Carousel|Article,Curious|Relaxed,Afternoon,High,Tight Schedule,High,Campus-Centered,Mixed,Mobile,Remote/Online,Trendy,12,0.93
U0317,24-26,Postgraduate Research,Full-time,Budget Explorer,Travel|Events,Short Video|Article,Energetic|Relaxed,Afternoon,Low,Tight Schedule,High,Mixed,Mixed,Mobile,Remote/Online,Trendy,29,0.66
U0318,18-20,Undergraduate,Full-time,Budget Explorer,Food|Events|Deals,Article|Guide,Curious|Relaxed,Morning,Low,Tight Schedule,High,Mixed,Weekend,Mobile,Hatfield,Trendy,19,0.49
U0319,24-26,Postgraduate Research,Full-time,Pop Culture Browser,Entertainment|Lifestyle|Food|Music,Short Video|Video,Relaxed|Curious,Evening,High,Balanced,Low,Campus-Centered,Weekday,Laptop,Hatfield,Trendy,40,0.73
U0320,24-26,Postgraduate Research,Full-time,Wellness Seeker,Fitness|Study|Food,Article|Podcast,Motivated|Calm,Evening,Medium,Flexible,Medium,Campus-Centered,Weekday,Mobile,Watford,Familiar,16,0.54
U0321,21-23,Postgraduate Taught,Full-time,Weekend Adventurer,Events|Entertainment|Food|Travel,Guide|Video,Curious|Excited,Afternoon,Medium,Balanced,Medium,Mixed,Weekend,Mobile,Watford,Exploratory,27,0.95
U0322,27-30,Undergraduate,Part-time,Focused Planner,Productivity|Finance|Study,Podcast|Checklist|Guide,Calm|Motivated,Morning,Medium,Tight Schedule,Medium,Off-Campus,Weekend,Mobile,St Albans,Balanced,28,0.51
U0323,18-20,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Music,Carousel|Playlist|Short Video,Relaxed|Excited,Evening,High,Tight Schedule,Low,Off-Campus,Mixed,Mobile,Watford,Trendy,28,0.68
U0324,18-20,Undergraduate,Full-time,Wellness Seeker,Lifestyle|Food|Fitness,Short Video|Podcast|Guide,Calm|Motivated,Morning,Medium,Tight Schedule,Medium,Campus-Centered,Weekday,Laptop,Remote/Online,Familiar,8,0.71
U0325,21-23,Undergraduate,Full-time,Career Builder,Finance|Productivity|Study|Career,Long Video|Article,Curious|Motivated,Morning,High,Flexible,Low,Campus-Centered,Weekend,Laptop,St Albans,Balanced,28,0.82
U0326,24-26,Undergraduate,Full-time,Weekend Adventurer,Entertainment|Lifestyle|Travel,Video|Guide,Curious|Energetic,Evening,High,Balanced,Medium,Campus-Centered,Mixed,Laptop,Watford,Exploratory,51,0.88
U0327,21-23,Undergraduate,Part-time,Wellness Seeker,Study|Fitness|Food,Short Video|Guide,Relaxed|Calm,Evening,High,Tight Schedule,Medium,Campus-Centered,Mixed,Mobile,Watford,Familiar,28,0.57
U0328,18-20,Undergraduate,Full-time,Focused Planner,Career|Finance|Productivity|Study,Podcast|Guide|Checklist,Motivated|Focused,Early Morning,Medium,Flexible,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Balanced,59,0.73
U0329,21-23,Undergraduate,Full-time,Pop Culture Browser,Food|Lifestyle|Music,Carousel|Playlist,Excited|Relaxed,Early Morning,Medium,Balanced,Low,Campus-Centered,Weekend,Laptop,Watford,Trendy,31,0.72
U0330,27-30,Undergraduate,Full-time,Budget Explorer,Lifestyle|Deals|Food,Short Video|Guide|Carousel,Relaxed|Curious,Afternoon,Low,Balanced,High,Mixed,Mixed,Mobile,London,Trendy,33,0.7
U0331,21-23,Undergraduate,Full-time,Wellness Seeker,Fitness|Food|Wellness,Podcast|Guide|Short Video,Calm|Motivated,Morning,Medium,Balanced,Medium,Mixed,Weekday,Mobile,Watford,Familiar,24,0.64
U0332,24-26,Postgraduate Taught,Part-time,Campus Connector,Food|Lifestyle|Career,Article|Guide,Social|Motivated,Afternoon,Medium,Flexible,Medium,Off-Campus,Mixed,Laptop,Hatfield,Exploratory,30,0.64
U0333,24-26,Undergraduate,Full-time,Weekend Adventurer,Food|Events,Video|Short Video|Guide,Curious|Energetic,Morning,Medium,Balanced,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Exploratory,23,0.73
U0334,18-20,Postgraduate Research,Part-time,Campus Connector,Career|Study|Food|Events,Carousel|Guide|Short Video,Motivated|Curious,Afternoon,Medium,Balanced,Medium,Off-Campus,Mixed,Mobile,London,Exploratory,28,0.93
U0335,24-26,Postgraduate Taught,Full-time,Career Builder,Tech|Finance,Guide|Long Video|Podcast,Curious|Motivated,Evening,Medium,Flexible,Low,Campus-Centered,Weekday,Mobile,Hatfield,Balanced,8,0.87
U0336,27-30,Postgraduate Taught,Part-time,Career Builder,Career|Study|Finance|Productivity,Podcast|Long Video,Focused|Curious,Afternoon,High,Balanced,Low,Off-Campus,Weekday,Tablet,London,Balanced,44,0.43
U0337,21-23,Undergraduate,Part-time,Campus Connector,Events|Study|Lifestyle|Food,Short Video|Guide|Carousel,Social|Motivated,Evening,Medium,Tight Schedule,Medium,Off-Campus,Weekday,Mobile,Remote/Online,Exploratory,27,0.67
U0338,21-23,Undergraduate,Part-time,Minimalist Achiever,Study|Finance|Productivity|Career,Short Video|Guide,Focused|Calm,Evening,High,Balanced,High,Mixed,Weekend,Laptop,Luton,Familiar,15,0.61
U0339,21-23,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Food|Events,Carousel|Playlist,Relaxed|Curious,Morning,Medium,Balanced,Low,Off-Campus,Mixed,Laptop,Remote/Online,Trendy,18,0.97
U0340,24-26,Undergraduate,Full-time,Pop Culture Browser,Lifestyle|Food|Events,Playlist|Short Video,Relaxed|Excited,Evening,High,Flexible,Low,Off-Campus,Mixed,Mobile,Remote/Online,Trendy,41,0.9
U0341,21-23,Postgraduate Taught,Full-time,Minimalist Achiever,Wellness|Career|Productivity|Finance,Article|Short Video,Motivated|Focused,Late Night,Low,Flexible,High,Campus-Centered,Mixed,Mobile,Remote/Online,Familiar,38,0.56
U0342,21-23,Undergraduate,Full-time,Career Builder,Study|Career|Tech|Finance,Podcast|Article,Focused|Motivated,Evening,Medium,Balanced,Low,Mixed,Weekday,Mobile,Hatfield,Balanced,25,0.79
U0343,21-23,Postgraduate Taught,Full-time,Wellness Seeker,Food|Lifestyle,Article|Guide,Motivated|Relaxed,Morning,Medium,Balanced,Medium,Campus-Centered,Weekday,Mobile,Hatfield,Familiar,17,0.82
U0344,24-26,Undergraduate,Full-time,Budget Explorer,Events|Food|Deals,Carousel|Article|Guide,Curious|Energetic,Evening,Low,Flexible,High,Off-Campus,Weekday,Mobile,London,Trendy,28,0.67
U0345,21-23,Postgraduate Taught,Full-time,Budget Explorer,Lifestyle|Food,Carousel|Article,Energetic|Relaxed,Evening,High,Balanced,High,Campus-Centered,Mixed,Mobile,Remote/Online,Trendy,38,0.78
U0346,24-26,Undergraduate,Part-time,Wellness Seeker,Lifestyle|Wellness|Study|Food,Guide|Article,Relaxed|Calm,Early Morning,Medium,Balanced,Medium,Off-Campus,Mixed,Mobile,Hatfield,Familiar,27,0.88
U0347,21-23,Undergraduate,Part-time,Pop Culture Browser,Entertainment|Events,Video|Carousel,Curious|Relaxed,Morning,Low,Balanced,Low,Off-Campus,Weekend,Mobile,St Albans,Trendy,19,0.81
U0348,24-26,Undergraduate,Full-time,Focused Planner,Productivity|Career|Wellness,Article|Guide|Podcast,Motivated|Calm,Evening,High,Balanced,Medium,Off-Campus,Mixed,Mobile,Remote/Online,Balanced,37,0.68
U0349,21-23,Postgraduate Taught,Full-time,Pop Culture Browser,Events|Music|Entertainment,Playlist|Video,Excited|Relaxed,Evening,High,Tight Schedule,Low,Mixed,Weekend,Mobile,Hatfield,Trendy,34,0.54
U0350,21-23,Undergraduate,Full-time,Career Builder,Finance|Productivity|Career,Long Video|Article|Podcast,Motivated|Focused,Late Night,Medium,Balanced,Low,Mixed,Weekday,Laptop,Hatfield,Balanced,41,0.69
U0351,21-23,Postgraduate Taught,Part-time,Career Builder,Tech|Productivity|Study,Guide|Long Video|Article,Curious|Motivated,Late Night,High,Tight Schedule,Low,Mixed,Mixed,Mobile,Hatfield,Balanced,25,0.87
U0352,21-23,Undergraduate,Full-time,Focused Planner,Study|Finance|Wellness,Article|Checklist,Calm|Motivated,Evening,Medium,Tight Schedule,Medium,Campus-Centered,Weekend,Mobile,Watford,Balanced,23,0.52
U0353,21-23,Postgraduate Taught,Full-time,Budget Explorer,Deals|Food,Carousel|Guide,Energetic|Relaxed,Afternoon,Medium,Flexible,High,Off-Campus,Weekday,Mobile,Watford,Trendy,13,0.8
U0354,21-23,Undergraduate,Full-time,Wellness Seeker,Wellness|Lifestyle|Food|Study,Short Video|Article,Motivated|Relaxed,Early Morning,Medium,Tight Schedule,Medium,Mixed,Mixed,Laptop,Remote/Online,Familiar,16,0.97
U0355,18-20,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Music|Food,Video|Short Video,Relaxed|Curious,Late Night,High,Balanced,Low,Mixed,Mixed,Mobile,Hatfield,Trendy,8,0.96
U0356,21-23,Postgraduate Taught,Full-time,Career Builder,Study|Career|Tech,Article|Podcast,Motivated|Focused,Evening,High,Balanced,Low,Off-Campus,Weekday,Mobile,London,Balanced,33,0.71
U0357,18-20,Postgraduate Taught,Full-time,Pop Culture Browser,Lifestyle|Events|Entertainment,Carousel|Video|Playlist,Excited|Curious,Morning,Low,Flexible,Low,Campus-Centered,Mixed,Laptop,St Albans,Trendy,25,0.78
U0358,21-23,Postgraduate Research,Part-time,Career Builder,Finance|Productivity,Podcast|Article|Guide,Curious|Focused,Evening,Medium,Tight Schedule,Low,Campus-Centered,Mixed,Tablet,Luton,Balanced,30,0.87
U0359,21-23,Undergraduate,Full-time,Pop Culture Browser,Events|Lifestyle|Entertainment|Food,Short Video|Playlist|Video,Excited|Curious,Morning,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,Hatfield,Trendy,32,0.74
U0360,21-23,Undergraduate,Part-time,Pop Culture Browser,Food|Entertainment,Playlist|Video,Excited|Relaxed,Morning,Medium,Balanced,Low,Mixed,Mixed,Laptop,Remote/Online,Trendy,27,0.71
U0361,18-20,Postgraduate Taught,Part-time,Wellness Seeker,Wellness|Lifestyle,Article|Short Video|Podcast,Relaxed|Calm,Late Night,Low,Balanced,Medium,Mixed,Mixed,Mobile,Remote/Online,Familiar,34,0.48
U0362,24-26,Undergraduate,Full-time,Budget Explorer,Lifestyle|Travel|Food,Carousel|Article,Curious|Relaxed,Evening,Low,Tight Schedule,High,Mixed,Weekend,Laptop,Hatfield,Trendy,16,0.82
U0363,24-26,Postgraduate Taught,Full-time,Pop Culture Browser,Lifestyle|Music|Entertainment|Food,Carousel|Video|Playlist,Relaxed|Curious,Late Night,Medium,Tight Schedule,Low,Mixed,Mixed,Mobile,St Albans,Trendy,32,0.69
U0364,21-23,Postgraduate Taught,Part-time,Focused Planner,Study|Productivity|Career|Wellness,Checklist|Podcast|Guide,Motivated|Focused,Evening,Medium,Balanced,Medium,Mixed,Weekday,Mobile,Luton,Balanced,31,0.77
U0365,24-26,Undergraduate,Part-time,Pop Culture Browser,Events|Lifestyle|Entertainment|Music,Short Video|Playlist,Excited|Relaxed,Afternoon,High,Tight Schedule,Low,Mixed,Weekend,Laptop,Hatfield,Trendy,25,0.61
U0366,21-23,Undergraduate,Full-time,Focused Planner,Wellness|Career|Productivity|Study,Article|Podcast|Checklist,Focused|Calm,Late Night,Medium,Tight Schedule,Medium,Mixed,Weekend,Tablet,Luton,Balanced,33,0.58
U0367,21-23,Postgraduate Taught,Part-time,Minimalist Achiever,Wellness|Career|Finance|Study,Guide|Article|Short Video,Motivated|Calm,Evening,Medium,Tight Schedule,High,Mixed,Mixed,Mobile,Hatfield,Familiar,35,0.48
U0368,21-23,Postgraduate Research,Full-time,Minimalist Achiever,Career|Finance|Productivity,Short Video|Article|Guide,Motivated|Calm,Late Night,Medium,Flexible,High,Campus-Centered,Weekday,Laptop,Hatfield,Familiar,42,0.79
U0369,21-23,Undergraduate,Full-time,Pop Culture Browser,Entertainment|Music|Lifestyle|Events,Video|Playlist,Curious|Excited,Afternoon,High,Tight Schedule,Low,Campus-Centered,Weekend,Tablet,Hatfield,Trendy,33,0.86
